site,site.code,year,date,doy,week,observer,habitat,habitat.code,transect.section,habitat.tsection,plant.species,flower.count,notes,transect.snow.cover
Gothic.Spires,GS,2016,29-Jun-16,181,9,KAG,wet,w,40-60,w-40-60,Ligusticum.porteri,26,"Added because we didn't count LIPO, taken from 2018 data",NA
Gothic.Spires,GS,2016,29-Jun-16,181,9,KAG,wet,w,40-60,w-40-60,Hydrophyllum.fendleri,14,NA,NA
Gothic.Spires,GS,2016,29-Jun-16,181,9,KAG,wet,w,40-60,w-40-60,Lathyrus.leucanthus,6,NA,NA
Gothic.Spires,GS,2016,29-Jun-16,181,9,KAG,wet,w,40-60,w-40-60,Mertensia.ciliata,102,NA,NA
Gothic.Spires,GS,2016,29-Jun-16,181,9,KAG,wet,w,40-60,w-40-60,Potentilla.pulcherrima,25,NA,NA
Gothic.Spires,GS,2016,29-Jun-16,181,9,KAG,wet,w,40-60,w-40-60,Senecio.serra,19,NA,NA
Gothic.Spires,GS,2016,29-Jun-16,181,9,KAG,wet,w,40-60,w-40-60,Taraxacum.officinale,2,NA,NA
Gothic.Spires,GS,2016,29-Jun-16,181,9,KAG,wet,w,60-80,w-60-80,Ligusticum.porteri,3,"Added because we didn't count LIPO, taken from 2018 data",NA
Gothic.Spires,GS,2016,29-Jun-16,181,9,KAG,wet,w,60-80,w-60-80,Dodecatheon.pulchellum,183,NA,NA
Gothic.Spires,GS,2016,29-Jun-16,181,9,KAG,wet,w,60-80,w-60-80,Fragaria.virginiana,1,NA,NA
Gothic.Spires,GS,2016,29-Jun-16,181,9,KAG,wet,w,60-80,w-60-80,Mertensia.ciliata,45,NA,NA
Gothic.Spires,GS,2016,29-Jun-16,181,9,KAG,wet,w,60-80,w-60-80,Pentaphylloides.floribunda,29,NA,NA
Gothic.Spires,GS,2016,29-Jun-16,181,9,KAG,wet,w,60-80,w-60-80,Potentilla.pulcherrima,7,NA,NA
Gothic.Spires,GS,2016,29-Jun-16,181,9,KAG,wet,w,60-80,w-60-80,Senecio.serra,7,NA,NA
Gothic.Spires,GS,2016,29-Jun-16,181,9,KAG,wet,w,60-80,w-60-80,Taraxacum.officinale,1,NA,NA
Gothic.Spires,GS,2016,29-Jun-16,181,9,KAG,wet,w,80-100,w-80-100,Ligusticum.porteri,10,"Added because we didn't count LIPO, taken from 2018 data",NA
Gothic.Spires,GS,2016,29-Jun-16,181,9,KAG,wet,w,80-100,w-80-100,Valeriana.occidentalis,3,"Added because we didn't count VAOC, taken from 2017 data",NA
Gothic.Spires,GS,2016,29-Jun-16,181,9,KAG,wet,w,80-100,w-80-100,Delphinium.nuttallianum,9,NA,NA
Gothic.Spires,GS,2016,29-Jun-16,181,9,KAG,wet,w,80-100,w-80-100,Lathyrus.leucanthus,5,NA,NA
Gothic.Spires,GS,2016,29-Jun-16,181,9,KAG,wet,w,80-100,w-80-100,Mertensia.ciliata,122,NA,NA
Gothic.Spires,GS,2016,29-Jun-16,181,9,KAG,wet,w,80-100,w-80-100,Potentilla.pulcherrima,34,NA,NA
Gothic.Spires,GS,2016,29-Jun-16,181,9,KAG,wet,w,80-100,w-80-100,Senecio.serra,8,NA,NA
Gothic.Spires,GS,2016,29-Jun-16,181,9,KAG,wet,w,80-100,w-80-100,Vicia.americana,4,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,aspen,a,0-20,a-0-20,Ligusticum.porteri,8,"Added because we didn't count LIPO, taken from 2018 data",NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,aspen,a,0-20,a-0-20,Anticlea.elegans,31,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,aspen,a,0-20,a-0-20,Geranium.richardsonii,1,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,aspen,a,0-20,a-0-20,Lathyrus.leucanthus,26,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,aspen,a,20-40,a-20-40,Ligusticum.porteri,9,"Added because we didn't count LIPO, taken from 2018 data",NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,aspen,a,20-40,a-20-40,Castilleja.sulphurea,1,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,aspen,a,20-40,a-20-40,Fragaria.virginiana,2,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,aspen,a,20-40,a-20-40,Vicia.americana,1,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,aspen,a,40-60,a-40-60,Ligusticum.porteri,4,"Added because we didn't count LIPO, taken from 2018 data",NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,aspen,a,40-60,a-40-60,Geranium.richardsonii,2,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,aspen,a,60-80,a-60-80,Ligusticum.porteri,12,"Added because we didn't count LIPO, taken from 2018 data",NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,aspen,a,60-80,a-60-80,Helianthella.quinquenervis,8,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,aspen,a,60-80,a-60-80,Potentilla.pulcherrima,42,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,aspen,a,60-80,a-60-80,Vicia.americana,28,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,aspen,a,80-100,a-80-100,Ligusticum.porteri,4,"Added because we didn't count LIPO, taken from 2018 data",NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,aspen,a,80-100,a-80-100,Geranium.richardsonii,17,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,aspen,a,80-100,a-80-100,Lathyrus.leucanthus,1,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,aspen,a,80-100,a-80-100,Vicia.americana,15,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,dry,d,0-20,d-0-20,Ligusticum.porteri,3,"Added because we didn't count LIPO, taken from 2018 data",NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,dry,d,0-20,d-0-20,Erigeron.flagellaris,5,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,dry,d,0-20,d-0-20,Helianthella.quinquenervis,3,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,dry,d,0-20,d-0-20,Potentilla.pulcherrima,18,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,dry,d,20-40,d-20-40,Ligusticum.porteri,13,"Added because we didn't count LIPO, taken from 2018 data",NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,dry,d,20-40,d-20-40,Adenolinum.lewisii,1,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,dry,d,20-40,d-20-40,Potentilla.pulcherrima,55,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,dry,d,40-60,d-40-60,Ligusticum.porteri,1,"Added because we didn't count LIPO, taken from 2018 data",NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,dry,d,40-60,d-40-60,Eremogone.congesta,94,55 stalks,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,dry,d,40-60,d-40-60,Erigeron.flagellaris,1,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,dry,d,40-60,d-40-60,Pentaphylloides.floribunda,4,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,dry,d,40-60,d-40-60,Potentilla.pulcherrima,80,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,dry,d,60-80,d-60-80,Ligusticum.porteri,5,"Added because we didn't count LIPO, taken from 2018 data",NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,dry,d,60-80,d-60-80,Helianthella.quinquenervis,1,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,dry,d,60-80,d-60-80,Potentilla.pulcherrima,115,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,dry,d,80-100,d-80-100,Helianthella.quinquenervis,3,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,dry,d,80-100,d-80-100,Potentilla.pulcherrima,5,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,wet,w,0-20,w-0-20,Ligusticum.porteri,8,"Added because we didn't count LIPO, taken from 2018 data",NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,wet,w,0-20,w-0-20,Aconitum.columbianum,50,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,wet,w,0-20,w-0-20,Delphinium.barbeyi,8,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,wet,w,0-20,w-0-20,Geranium.richardsonii,32,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,wet,w,0-20,w-0-20,Mertensia.ciliata,122,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,wet,w,0-20,w-0-20,Potentilla.pulcherrima,2,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,wet,w,20-40,w-20-40,Ligusticum.porteri,13,"Added because we didn't count LIPO, taken from 2018 data",NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,wet,w,20-40,w-20-40,Aconitum.columbianum,67,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,wet,w,20-40,w-20-40,Geranium.richardsonii,12,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,wet,w,20-40,w-20-40,Helianthella.quinquenervis,1,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,wet,w,20-40,w-20-40,Mertensia.ciliata,4,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,wet,w,20-40,w-20-40,Potentilla.pulcherrima,1,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,wet,w,40-60,w-40-60,Ligusticum.porteri,31,"Added because we didn't count LIPO, taken from 2018 data",NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,wet,w,40-60,w-40-60,Lathyrus.leucanthus,3,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,wet,w,40-60,w-40-60,Mertensia.ciliata,82,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,wet,w,40-60,w-40-60,Potentilla.pulcherrima,45,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,wet,w,40-60,w-40-60,Vicia.americana,77,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,wet,w,60-80,w-60-80,Ligusticum.porteri,4,"Added because we didn't count LIPO, taken from 2018 data",NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,wet,w,60-80,w-60-80,Aconitum.columbianum,17,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,wet,w,60-80,w-60-80,Anticlea.elegans,126,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,wet,w,60-80,w-60-80,Helianthella.quinquenervis,1,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,wet,w,60-80,w-60-80,Mertensia.ciliata,54,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,wet,w,60-80,w-60-80,Pentaphylloides.floribunda,6,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,wet,w,60-80,w-60-80,Potentilla.pulcherrima,2,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,wet,w,60-80,w-60-80,Trifolium.pratense,2,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,wet,w,60-80,w-60-80,Vicia.americana,5,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,wet,w,80-100,w-80-100,Ligusticum.porteri,9,"Added because we didn't count LIPO, taken from 2018 data",NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,wet,w,80-100,w-80-100,Aconitum.columbianum,9,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,wet,w,80-100,w-80-100,Collomia.linearis,58,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,wet,w,80-100,w-80-100,Mertensia.ciliata,81,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,wet,w,80-100,w-80-100,Potentilla.pulcherrima,52,NA,NA
Gothic.Spires,GS,2016,8-Jul-16,190,10,KAG,wet,w,80-100,w-80-100,Vicia.americana,25,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,aspen,a,0-20,a-0-20,Ligusticum.porteri,3,"Added because we didn't count LIPO, taken from 2018 data",NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,aspen,a,0-20,a-0-20,Aconitum.columbianum,8,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,aspen,a,0-20,a-0-20,Anticlea.elegans,92,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,aspen,a,0-20,a-0-20,Geranium.richardsonii,2,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,aspen,a,0-20,a-0-20,Potentilla.pulcherrima,5,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,aspen,a,0-20,a-0-20,Vicia.americana,2,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,aspen,a,20-40,a-20-40,Ligusticum.porteri,1,"Added because we didn't count LIPO, taken from 2018 data",NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,aspen,a,20-40,a-20-40,Castilleja.sulphurea,4,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,aspen,a,20-40,a-20-40,Fragaria.virginiana,1,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,aspen,a,20-40,a-20-40,Potentilla.pulcherrima,4,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,aspen,a,40-60,a-40-60,Collomia.linearis,3,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,aspen,a,40-60,a-40-60,Delphinium.barbeyi,32,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,aspen,a,40-60,a-40-60,Geranium.richardsonii,1,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,aspen,a,60-80,a-60-80,Agoseris.glauca,1,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,aspen,a,60-80,a-60-80,Helianthella.quinquenervis,9,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,aspen,a,60-80,a-60-80,Potentilla.pulcherrima,71,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,aspen,a,60-80,a-60-80,Vicia.americana,2,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,aspen,a,80-100,a-80-100,Aconitum.columbianum,2,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,aspen,a,80-100,a-80-100,Erigeron.elatior,3,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,aspen,a,80-100,a-80-100,Geranium.richardsonii,20,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,aspen,a,80-100,a-80-100,Helianthella.quinquenervis,3,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,dry,d,0-20,d-0-20,Erigeron.speciosus,5,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,dry,d,0-20,d-0-20,Helianthella.quinquenervis,4,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,dry,d,0-20,d-0-20,Potentilla.pulcherrima,13,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,dry,d,20-40,d-20-40,Erigeron.speciosus,2,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,dry,d,20-40,d-20-40,Geranium.richardsonii,2,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,dry,d,20-40,d-20-40,Potentilla.pulcherrima,89,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,dry,d,20-40,d-20-40,Solidago.multiradiata,4,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,dry,d,40-60,d-40-60,Eremogone.congesta,184,108 stalks,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,dry,d,40-60,d-40-60,Erigeron.speciosus,9,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,dry,d,40-60,d-40-60,Pentaphylloides.floribunda,5,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,dry,d,40-60,d-40-60,Potentilla.pulcherrima,99,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,dry,d,60-80,d-60-80,Aquilegia.coerulea,2,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,dry,d,60-80,d-60-80,Helianthella.quinquenervis,10,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,dry,d,60-80,d-60-80,Potentilla.pulcherrima,17,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,dry,d,60-80,d-60-80,Solidago.multiradiata,2,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,dry,d,60-80,d-60-80,Vicia.americana,1,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,dry,d,80-100,d-80-100,Helianthella.quinquenervis,7,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,dry,d,80-100,d-80-100,Potentilla.pulcherrima,1,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,wet,w,0-20,w-0-20,Ligusticum.porteri,2,"Added because we didn't count LIPO, taken from 2018 data",NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,wet,w,0-20,w-0-20,Aconitum.columbianum,51,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,wet,w,0-20,w-0-20,Delphinium.barbeyi,17,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,wet,w,0-20,w-0-20,Geranium.richardsonii,23,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,wet,w,0-20,w-0-20,Mertensia.ciliata,71,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,wet,w,0-20,w-0-20,Vicia.americana,4,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,wet,w,20-40,w-20-40,Ligusticum.porteri,7,"Added because we didn't count LIPO, taken from 2018 data",NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,wet,w,20-40,w-20-40,Aconitum.columbianum,112,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,wet,w,20-40,w-20-40,Anticlea.elegans,87,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,wet,w,20-40,w-20-40,Erigeron.elatior,7,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,wet,w,20-40,w-20-40,Geranium.richardsonii,13,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,wet,w,20-40,w-20-40,Helianthella.quinquenervis,1,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,wet,w,20-40,w-20-40,Mertensia.ciliata,4,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,wet,w,20-40,w-20-40,Prunella.vulgaris,32,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,wet,w,40-60,w-40-60,Ligusticum.porteri,1,"Added because we didn't count LIPO, taken from 2018 data",NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,wet,w,40-60,w-40-60,Geranium.richardsonii,1,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,wet,w,40-60,w-40-60,Helianthella.quinquenervis,13,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,wet,w,40-60,w-40-60,Mertensia.ciliata,57,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,wet,w,40-60,w-40-60,Potentilla.pulcherrima,91,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,wet,w,40-60,w-40-60,Vicia.americana,135,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,wet,w,60-80,w-60-80,Ligusticum.porteri,1,"Added because we didn't count LIPO, taken from 2018 data",NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,wet,w,60-80,w-60-80,Aconitum.columbianum,48,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,wet,w,60-80,w-60-80,Anticlea.elegans,346,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,wet,w,60-80,w-60-80,Mertensia.ciliata,28,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,wet,w,60-80,w-60-80,Pentaphylloides.floribunda,19,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,wet,w,60-80,w-60-80,Potentilla.pulcherrima,16,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,wet,w,60-80,w-60-80,Trifolium.pratense,10,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,wet,w,60-80,w-60-80,Vicia.americana,3,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,wet,w,60-80,w-60-80,Vicia.americana,3,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,wet,w,80-100,w-80-100,Ligusticum.porteri,3,"Added because we didn't count LIPO, taken from 2018 data",NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,wet,w,80-100,w-80-100,Aconitum.columbianum,10,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,wet,w,80-100,w-80-100,Collomia.linearis,19,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,wet,w,80-100,w-80-100,Mertensia.ciliata,46,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,wet,w,80-100,w-80-100,Potentilla.pulcherrima,93,NA,NA
Gothic.Spires,GS,2016,14-Jul-16,196,11,KAG,wet,w,80-100,w-80-100,Vicia.americana,35,NA,NA
Gothic.Spires,GS,2016,22-Jul-16,204,12,KAG,aspen,a,0-20,a-0-20,Ligusticum.porteri,1,"Added because we didn't count LIPO, taken from 2018 data",NA
Gothic.Spires,GS,2016,22-Jul-16,204,12,KAG,aspen,a,0-20,a-0-20,Aconitum.columbianum,10,NA,NA
Gothic.Spires,GS,2016,22-Jul-16,204,12,KAG,aspen,a,0-20,a-0-20,Delphinium.barbeyi,6,NA,NA
Gothic.Spires,GS,2016,22-Jul-16,204,12,KAG,aspen,a,0-20,a-0-20,Prunella.vulgaris,13,NA,NA
Gothic.Spires,GS,2016,22-Jul-16,204,12,KAG,aspen,a,20-40,a-20-40,Agoseris.aurantiaca,1,NA,NA
Gothic.Spires,GS,2016,22-Jul-16,204,12,KAG,aspen,a,20-40,a-20-40,Castilleja.sulphurea,3,NA,NA
Gothic.Spires,GS,2016,22-Jul-16,204,12,KAG,aspen,a,20-40,a-20-40,Delphinium.barbeyi,20,NA,NA
Gothic.Spires,GS,2016,22-Jul-16,204,12,KAG,aspen,a,20-40,a-20-40,Ligularia.bigelovii,1,NA,NA
Gothic.Spires,GS,2016,22-Jul-16,204,12,KAG,aspen,a,40-60,a-40-60,Delphinium.barbeyi,39,NA,NA
Gothic.Spires,GS,2016,22-Jul-16,204,12,KAG,aspen,a,40-60,a-40-60,Trifolium.repens,2,NA,NA
Gothic.Spires,GS,2016,22-Jul-16,204,12,KAG,aspen,a,60-80,a-60-80,Erigeron.elatior,1,NA,NA
Gothic.Spires,GS,2016,22-Jul-16,204,12,KAG,aspen,a,60-80,a-60-80,Helianthella.quinquenervis,14,NA,NA
Gothic.Spires,GS,2016,22-Jul-16,204,12,KAG,aspen,a,60-80,a-60-80,Potentilla.pulcherrima,18,NA,NA
Gothic.Spires,GS,2016,22-Jul-16,204,12,KAG,aspen,a,60-80,a-60-80,Ligularia.bigelovii,1,NA,NA
Gothic.Spires,GS,2016,22-Jul-16,204,12,KAG,aspen,a,80-100,a-80-100,Aconitum.columbianum,9,NA,NA
Gothic.Spires,GS,2016,22-Jul-16,204,12,KAG,aspen,a,80-100,a-80-100,Delphinium.barbeyi,12,NA,NA
Gothic.Spires,GS,2016,22-Jul-16,204,12,KAG,aspen,a,80-100,a-80-100,Erigeron.elatior,4,NA,NA
Gothic.Spires,GS,2016,22-Jul-16,204,12,KAG,aspen,a,80-100,a-80-100,Geranium.richardsonii,7,NA,NA
Gothic.Spires,GS,2016,22-Jul-16,204,12,KAG,aspen,a,80-100,a-80-100,Helianthella.quinquenervis,2,NA,NA
Gothic.Spires,GS,2016,22-Jul-16,204,12,KAG,dry,d,0-20,d-0-20,Erigeron.speciosus,14,NA,NA
Gothic.Spires,GS,2016,22-Jul-16,204,12,KAG,dry,d,0-20,d-0-20,Helianthella.quinquenervis,2,NA,NA
Gothic.Spires,GS,2016,22-Jul-16,204,12,KAG,dry,d,0-20,d-0-20,Potentilla.pulcherrima,5,NA,NA
Gothic.Spires,GS,2016,22-Jul-16,204,12,KAG,dry,d,20-40,d-20-40,Achillea.millefolium,2,NA,NA
Gothic.Spires,GS,2016,22-Jul-16,204,12,KAG,dry,d,20-40,d-20-40,Erigeron.elatior,19,NA,NA
Gothic.Spires,GS,2016,22-Jul-16,204,12,KAG,dry,d,20-40,d-20-40,Helianthella.quinquenervis,3,NA,NA
Gothic.Spires,GS,2016,22-Jul-16,204,12,KAG,dry,d,20-40,d-20-40,Potentilla.pulcherrima,59,NA,NA
Gothic.Spires,GS,2016,22-Jul-16,204,12,KAG,dry,d,20-40,d-20-40,Solidago.multiradiata,5,NA,NA
Gothic.Spires,GS,2016,22-Jul-16,204,12,KAG,dry,d,40-60,d-40-60,Achillea.millefolium,2,NA,NA
Gothic.Spires,GS,2016,22-Jul-16,204,12,KAG,dry,d,40-60,d-40-60,Eremogone.congesta,274,161 stalks,NA
Gothic.Spires,GS,2016,22-Jul-16,204,12,KAG,dry,d,40-60,d-40-60,Erigeron.speciosus,31,NA,NA
Gothic.Spires,GS,2016,22-Jul-16,204,12,KAG,dry,d,40-60,d-40-60,Pentaphylloides.floribunda,12,NA,NA
Gothic.Spires,GS,2016,22-Jul-16,204,12,KAG,dry,d,40-60,d-40-60,Potentilla.pulcherrima,37,NA,NA
Gothic.Spires,GS,2016,22-Jul-16,204,12,KAG,dry,d,60-80,d-60-80,Achillea.millefolium,3,NA,NA
Gothic.Spires,GS,2016,22-Jul-16,204,12,KAG,dry,d,60-80,d-60-80,Helianthella.quinquenervis,3,NA,NA
Gothic.Spires,GS,2016,22-Jul-16,204,12,KAG,dry,d,60-80,d-60-80,Potentilla.pulcherrima,77,NA,NA
Gothic.Spires,GS,2016,22-Jul-16,204,12,KAG,dry,d,60-80,d-60-80,Solidago.multiradiata,5,NA,NA
Gothic.Spires,GS,2016,22-Jul-16,204,12,KAG,dry,d,80-100,d-80-100,Achillea.millefolium,1,NA,NA
Gothic.Spires,GS,2016,22-Jul-16,204,12,KAG,dry,d,80-100,d-80-100,Campanula.rotundifolia,1,NA,NA
Gothic.Spires,GS,2016,22-Jul-16,204,12,KAG,dry,d,80-100,d-80-100,Erigeron.speciosus,3,NA,NA
Gothic.Spires,GS,2016,22-Jul-16,204,12,KAG,dry,d,80-100,d-80-100,Helianthella.quinquenervis,6,NA,NA
