site,site.code,year,date,doy,week,observer,habitat,habitat.code,transect.section,habitat.tsection,plant.species,flower.count,notes
Avery.Wash,AW,2015,16-Aug-15,228,13,AJC,wet,w,30to35,w-30to35,Erigeron.elatior,53,NA
Avery.Wash,AW,2015,16-Aug-15,228,13,AJC,wet,w,30to35,w-30to35,Erigeron.speciosus,0,NA
Avery.Wash,AW,2015,16-Aug-15,228,13,AJC,wet,w,30to35,w-30to35,Galium.septentrionale,0,NA
Avery.Wash,AW,2015,16-Aug-15,228,13,AJC,wet,w,30to35,w-30to35,Heliomeris.multiflora,29,NA
Avery.Wash,AW,2015,16-Aug-15,228,13,AJC,wet,w,30to35,w-30to35,Senecio.serra,99,NA
Avery.Wash,AW,2015,16-Aug-15,228,13,AJC,wet,w,30to35,w-30to35,Vicia.americana,3,NA
Avery.Wash,AW,2015,16-Aug-15,228,13,AJC,wet,w,35to40,w-35to40,Erigeron.elatior,14,NA
Avery.Wash,AW,2015,16-Aug-15,228,13,AJC,wet,w,35to40,w-35to40,Erigeron.speciosus,0,NA
Avery.Wash,AW,2015,16-Aug-15,228,13,AJC,wet,w,35to40,w-35to40,Galium.septentrionale,0,NA
Avery.Wash,AW,2015,16-Aug-15,228,13,AJC,wet,w,35to40,w-35to40,Heliomeris.multiflora,0,NA
Avery.Wash,AW,2015,16-Aug-15,228,13,AJC,wet,w,35to40,w-35to40,Senecio.serra,0,NA
Avery.Wash,AW,2015,16-Aug-15,228,13,AJC,wet,w,35to40,w-35to40,Vicia.americana,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,aspen,a,0to5,a-0to5,Achillea.millefolium,1,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,aspen,a,0to5,a-0to5,Erigeron.elatior,2,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,aspen,a,0to5,a-0to5,Erigeron.speciosus,6,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,aspen,a,5to10,a-5to10,Achillea.millefolium,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,aspen,a,5to10,a-5to10,Erigeron.elatior,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,aspen,a,5to10,a-5to10,Erigeron.speciosus,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,aspen,a,10to15,a-10to15,Achillea.millefolium,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,aspen,a,10to15,a-10to15,Erigeron.elatior,2,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,aspen,a,10to15,a-10to15,Erigeron.speciosus,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,aspen,a,15to20,a-15to20,Achillea.millefolium,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,aspen,a,15to20,a-15to20,Erigeron.elatior,2,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,aspen,a,15to20,a-15to20,Erigeron.speciosus,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,aspen,a,20to25,a-20to25,Achillea.millefolium,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,aspen,a,20to25,a-20to25,Erigeron.elatior,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,aspen,a,20to25,a-20to25,Erigeron.speciosus,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,aspen,a,25to30,a-25to30,Achillea.millefolium,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,aspen,a,25to30,a-25to30,Erigeron.elatior,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,aspen,a,25to30,a-25to30,Erigeron.speciosus,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,aspen,a,30to35,a-30to35,Achillea.millefolium,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,aspen,a,30to35,a-30to35,Erigeron.elatior,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,aspen,a,30to35,a-30to35,Erigeron.speciosus,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,aspen,a,35to40,a-35to40,Achillea.millefolium,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,aspen,a,35to40,a-35to40,Erigeron.elatior,2,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,aspen,a,35to40,a-35to40,Erigeron.speciosus,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,dry,d,0to5,d-0to5,Achillea.millefolium,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,dry,d,0to5,d-0to5,Erigeron.speciosus,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,dry,d,0to5,d-0to5,Heliomeris.multiflora,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,dry,d,5to10,d-5to10,Achillea.millefolium,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,dry,d,5to10,d-5to10,Erigeron.speciosus,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,dry,d,5to10,d-5to10,Heliomeris.multiflora,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,dry,d,10to15,d-10to15,Achillea.millefolium,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,dry,d,10to15,d-10to15,Erigeron.speciosus,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,dry,d,10to15,d-10to15,Heliomeris.multiflora,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,dry,d,15to20,d-15to20,Achillea.millefolium,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,dry,d,15to20,d-15to20,Erigeron.speciosus,1,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,dry,d,15to20,d-15to20,Heliomeris.multiflora,7,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,dry,d,20to25,d-20to25,Achillea.millefolium,1,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,dry,d,20to25,d-20to25,Erigeron.speciosus,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,dry,d,20to25,d-20to25,Heliomeris.multiflora,26,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,dry,d,25to30,d-25to30,Achillea.millefolium,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,dry,d,25to30,d-25to30,Erigeron.speciosus,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,dry,d,25to30,d-25to30,Heliomeris.multiflora,14,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,dry,d,30to35,d-30to35,Achillea.millefolium,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,dry,d,30to35,d-30to35,Erigeron.speciosus,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,dry,d,30to35,d-30to35,Heliomeris.multiflora,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,dry,d,35to40,d-35to40,Achillea.millefolium,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,dry,d,35to40,d-35to40,Erigeron.speciosus,8,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,dry,d,35to40,d-35to40,Heliomeris.multiflora,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,wet,w,0to5,w-0to5,Erigeron.elatior,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,wet,w,0to5,w-0to5,Erigeron.speciosus,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,wet,w,0to5,w-0to5,Heliomeris.multiflora,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,wet,w,0to5,w-0to5,Senecio.serra,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,wet,w,5to10,w-5to10,Erigeron.elatior,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,wet,w,5to10,w-5to10,Erigeron.speciosus,2,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,wet,w,5to10,w-5to10,Heliomeris.multiflora,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,wet,w,5to10,w-5to10,Senecio.serra,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,wet,w,10to15,w-10to15,Erigeron.elatior,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,wet,w,10to15,w-10to15,Erigeron.speciosus,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,wet,w,10to15,w-10to15,Heliomeris.multiflora,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,wet,w,10to15,w-10to15,Senecio.serra,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,wet,w,15to20,w-15to20,Erigeron.elatior,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,wet,w,15to20,w-15to20,Erigeron.speciosus,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,wet,w,15to20,w-15to20,Heliomeris.multiflora,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,wet,w,15to20,w-15to20,Senecio.serra,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,wet,w,20to25,w-20to25,Erigeron.elatior,1,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,wet,w,20to25,w-20to25,Erigeron.speciosus,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,wet,w,20to25,w-20to25,Heliomeris.multiflora,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,wet,w,20to25,w-20to25,Senecio.serra,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,wet,w,25to30,w-25to30,Erigeron.elatior,1,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,wet,w,25to30,w-25to30,Erigeron.speciosus,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,wet,w,25to30,w-25to30,Heliomeris.multiflora,6,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,wet,w,25to30,w-25to30,Senecio.serra,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,wet,w,30to35,w-30to35,Erigeron.elatior,7,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,wet,w,30to35,w-30to35,Erigeron.speciosus,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,wet,w,30to35,w-30to35,Heliomeris.multiflora,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,wet,w,30to35,w-30to35,Senecio.serra,7,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,wet,w,35to40,w-35to40,Erigeron.elatior,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,wet,w,35to40,w-35to40,Erigeron.speciosus,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,wet,w,35to40,w-35to40,Heliomeris.multiflora,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,wet,w,35to40,w-35to40,Senecio.serra,0,NA
Avery.Wash,AW,2015,24-Aug-15,236,14,AJC,wet,w,habitat,w-habitat,Collomia.linearis,NA,NA
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,aspen,a,0to5,a-0to5,Achillea.millefolium,1,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,aspen,a,0to5,a-0to5,Erigeron.elatior,1,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,aspen,a,0to5,a-0to5,Erigeron.speciosus,3,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,aspen,a,5to10,a-5to10,Achillea.millefolium,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,aspen,a,5to10,a-5to10,Erigeron.elatior,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,aspen,a,5to10,a-5to10,Erigeron.speciosus,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,aspen,a,10to15,a-10to15,Achillea.millefolium,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,aspen,a,10to15,a-10to15,Erigeron.elatior,1,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,aspen,a,10to15,a-10to15,Erigeron.speciosus,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,aspen,a,15to20,a-15to20,Achillea.millefolium,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,aspen,a,15to20,a-15to20,Erigeron.elatior,1,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,aspen,a,15to20,a-15to20,Erigeron.speciosus,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,aspen,a,20to25,a-20to25,Achillea.millefolium,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,aspen,a,20to25,a-20to25,Erigeron.elatior,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,aspen,a,20to25,a-20to25,Erigeron.speciosus,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,aspen,a,25to30,a-25to30,Achillea.millefolium,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,aspen,a,25to30,a-25to30,Erigeron.elatior,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,aspen,a,25to30,a-25to30,Erigeron.speciosus,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,aspen,a,30to35,a-30to35,Achillea.millefolium,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,aspen,a,30to35,a-30to35,Erigeron.elatior,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,aspen,a,30to35,a-30to35,Erigeron.speciosus,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,aspen,a,35to40,a-35to40,Achillea.millefolium,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,aspen,a,35to40,a-35to40,Erigeron.elatior,1,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,aspen,a,35to40,a-35to40,Erigeron.speciosus,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,dry,d,0to5,d-0to5,Achillea.millefolium,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,dry,d,0to5,d-0to5,Erigeron.speciosus,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,dry,d,0to5,d-0to5,Heliomeris.multiflora,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,dry,d,5to10,d-5to10,Achillea.millefolium,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,dry,d,5to10,d-5to10,Erigeron.speciosus,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,dry,d,5to10,d-5to10,Heliomeris.multiflora,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,dry,d,10to15,d-10to15,Achillea.millefolium,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,dry,d,10to15,d-10to15,Erigeron.speciosus,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,dry,d,10to15,d-10to15,Heliomeris.multiflora,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,dry,d,15to20,d-15to20,Achillea.millefolium,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,dry,d,15to20,d-15to20,Erigeron.speciosus,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,dry,d,15to20,d-15to20,Heliomeris.multiflora,7,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,dry,d,20to25,d-20to25,Achillea.millefolium,1,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,dry,d,20to25,d-20to25,Erigeron.speciosus,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,dry,d,20to25,d-20to25,Heliomeris.multiflora,28,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,dry,d,25to30,d-25to30,Achillea.millefolium,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,dry,d,25to30,d-25to30,Erigeron.speciosus,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,dry,d,25to30,d-25to30,Heliomeris.multiflora,16,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,dry,d,30to35,d-30to35,Achillea.millefolium,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,dry,d,30to35,d-30to35,Erigeron.speciosus,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,dry,d,30to35,d-30to35,Heliomeris.multiflora,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,dry,d,35to40,d-35to40,Achillea.millefolium,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,dry,d,35to40,d-35to40,Erigeron.speciosus,6,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,dry,d,35to40,d-35to40,Heliomeris.multiflora,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,wet,w,0to5,w-0to5,Erigeron.elatior,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,wet,w,0to5,w-0to5,Erigeron.speciosus,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,wet,w,0to5,w-0to5,Heliomeris.multiflora,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,wet,w,0to5,w-0to5,Senecio.serra,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,wet,w,5to10,w-5to10,Erigeron.elatior,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,wet,w,5to10,w-5to10,Erigeron.speciosus,1,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,wet,w,5to10,w-5to10,Heliomeris.multiflora,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,wet,w,5to10,w-5to10,Senecio.serra,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,wet,w,10to15,w-10to15,Erigeron.elatior,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,wet,w,10to15,w-10to15,Erigeron.speciosus,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,wet,w,10to15,w-10to15,Heliomeris.multiflora,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,wet,w,10to15,w-10to15,Senecio.serra,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,wet,w,15to20,w-15to20,Erigeron.elatior,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,wet,w,15to20,w-15to20,Erigeron.speciosus,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,wet,w,15to20,w-15to20,Heliomeris.multiflora,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,wet,w,15to20,w-15to20,Senecio.serra,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,wet,w,20to25,w-20to25,Erigeron.elatior,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,wet,w,20to25,w-20to25,Erigeron.speciosus,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,wet,w,20to25,w-20to25,Heliomeris.multiflora,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,wet,w,20to25,w-20to25,Senecio.serra,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,wet,w,25to30,w-25to30,Erigeron.elatior,1,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,wet,w,25to30,w-25to30,Erigeron.speciosus,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,wet,w,25to30,w-25to30,Heliomeris.multiflora,7,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,wet,w,25to30,w-25to30,Senecio.serra,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,wet,w,30to35,w-30to35,Erigeron.elatior,5,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,wet,w,30to35,w-30to35,Erigeron.speciosus,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,wet,w,30to35,w-30to35,Heliomeris.multiflora,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,wet,w,30to35,w-30to35,Senecio.serra,5,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,wet,w,35to40,w-35to40,Erigeron.elatior,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,wet,w,35to40,w-35to40,Erigeron.speciosus,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,wet,w,35to40,w-35to40,Heliomeris.multiflora,0,estimate
Avery.Wash,AW,2015,28-Aug-15,240,15,AJC,wet,w,35to40,w-35to40,Senecio.serra,0,estimate
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,aspen,a,0to5,a-0to5,0,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,aspen,a,5to10,a-5to10,0,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,aspen,a,10to15,a-10to15,0,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,aspen,a,15to20,a-15to20,0,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,aspen,a,20to25,a-20to25,0,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,aspen,a,25to30,a-25to30,0,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,aspen,a,30to35,a-30to35,0,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,aspen,a,35to40,a-35to40,0,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,dry,d,0to5,d-0to5,Achillea.millefolium,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,dry,d,0to5,d-0to5,Collomia.linearis,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,dry,d,0to5,d-0to5,Erigeron.speciosus,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,dry,d,0to5,d-0to5,Heliomeris.multiflora,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,dry,d,5to10,d-5to10,Achillea.millefolium,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,dry,d,5to10,d-5to10,Collomia.linearis,1,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,dry,d,5to10,d-5to10,Erigeron.speciosus,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,dry,d,5to10,d-5to10,Heliomeris.multiflora,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,dry,d,10to15,d-10to15,Achillea.millefolium,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,dry,d,10to15,d-10to15,Collomia.linearis,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,dry,d,10to15,d-10to15,Erigeron.speciosus,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,dry,d,10to15,d-10to15,Heliomeris.multiflora,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,dry,d,15to20,d-15to20,Achillea.millefolium,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,dry,d,15to20,d-15to20,Collomia.linearis,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,dry,d,15to20,d-15to20,Erigeron.speciosus,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,dry,d,15to20,d-15to20,Heliomeris.multiflora,5,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,dry,d,20to25,d-20to25,Achillea.millefolium,2,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,dry,d,20to25,d-20to25,Collomia.linearis,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,dry,d,20to25,d-20to25,Erigeron.speciosus,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,dry,d,20to25,d-20to25,Heliomeris.multiflora,24,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,dry,d,25to30,d-25to30,Achillea.millefolium,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,dry,d,25to30,d-25to30,Collomia.linearis,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,dry,d,25to30,d-25to30,Erigeron.speciosus,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,dry,d,25to30,d-25to30,Heliomeris.multiflora,2,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,dry,d,30to35,d-30to35,Achillea.millefolium,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,dry,d,30to35,d-30to35,Collomia.linearis,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,dry,d,30to35,d-30to35,Erigeron.speciosus,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,dry,d,30to35,d-30to35,Heliomeris.multiflora,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,dry,d,35to40,d-35to40,Achillea.millefolium,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,dry,d,35to40,d-35to40,Collomia.linearis,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,dry,d,35to40,d-35to40,Erigeron.speciosus,2,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,dry,d,35to40,d-35to40,Heliomeris.multiflora,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,dry,d,habitat,d-habitat,Androsace.septentrionalis,NA,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,dry,d,habitat,d-habitat,Polygonum.douglasii,NA,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,wet,w,0to5,w-0to5,Collomia.linearis,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,wet,w,0to5,w-0to5,Heliomeris.multiflora,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,wet,w,0to5,w-0to5,Senecio.serra,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,wet,w,5to10,w-5to10,Collomia.linearis,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,wet,w,5to10,w-5to10,Heliomeris.multiflora,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,wet,w,5to10,w-5to10,Senecio.serra,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,wet,w,10to15,w-10to15,Collomia.linearis,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,wet,w,10to15,w-10to15,Heliomeris.multiflora,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,wet,w,10to15,w-10to15,Senecio.serra,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,wet,w,15to20,w-15to20,Collomia.linearis,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,wet,w,15to20,w-15to20,Heliomeris.multiflora,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,wet,w,15to20,w-15to20,Senecio.serra,0,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,wet,w,20to25,w-20to25,Collomia.linearis,14,NA
Avery.Wash,AW,2015,6-Sep-15,249,16,JEO,wet,w,20to25,w-20to25,Heliomeris.multiflora,0,NA
