habitat,site,site.code,year,week,doy,plant.species,transect.section,flw.count.mean,flw.count.sum,flw.count.mean.per.meter
aspen,Gothic.Spires,GS,2022,10,196,Ligusticum.porteri,80-100,18,18,1.8
aspen,Gothic.Spires,GS,2022,10,196,Potentilla.pulcherrima,0-20,2,2,0.2
aspen,Gothic.Spires,GS,2022,10,196,Potentilla.pulcherrima,20-40,14,14,1.4
aspen,Gothic.Spires,GS,2022,10,196,Potentilla.pulcherrima,40-60,4,4,0.4
aspen,Gothic.Spires,GS,2022,10,196,Potentilla.pulcherrima,60-80,42,42,4.2
aspen,Gothic.Spires,GS,2022,10,196,Potentilla.pulcherrima,80-100,5,5,0.5
aspen,Gothic.Spires,GS,2022,10,196,Pseudocymopterus.montanus,0-20,5,5,0.5
aspen,Gothic.Spires,GS,2022,10,196,Symphoricarpos.rotundifolius,80-100,9,9,0.9
aspen,Gothic.Spires,GS,2022,10,196,Taraxacum.officinale,60-80,1,1,0.1
aspen,Gothic.Spires,GS,2022,10,196,Valeriana.occidentalis,80-100,2,2,0.2
aspen,Gothic.Spires,GS,2022,10,196,Vicia.americana,40-60,2,2,0.2
aspen,Gothic.Spires,GS,2022,10,196,Vicia.americana,60-80,1,1,0.1
aspen,Gothic.Spires,GS,2022,11,203,Aconitum.columbianum,0-20,10,10,1
aspen,Gothic.Spires,GS,2022,11,203,Aconitum.columbianum,80-100,5,5,0.5
aspen,Gothic.Spires,GS,2022,11,203,Castilleja.sulphurea,20-40,6,6,0.6
aspen,Gothic.Spires,GS,2022,11,203,Delphinium.barbeyi,40-60,1,1,0.1
aspen,Gothic.Spires,GS,2022,11,203,Erigeron.elatior,20-40,1,1,0.1
aspen,Gothic.Spires,GS,2022,11,203,Erigeron.elatior,40-60,1,1,0.1
aspen,Gothic.Spires,GS,2022,11,203,Geranium.richardsonii,40-60,2,2,0.2
aspen,Gothic.Spires,GS,2022,11,203,Geranium.richardsonii,80-100,5,5,0.5
aspen,Gothic.Spires,GS,2022,11,203,Helianthella.quinquenervis,60-80,6,6,0.6
aspen,Gothic.Spires,GS,2022,11,203,Ligusticum.porteri,0-20,1,1,0.1
aspen,Gothic.Spires,GS,2022,11,203,Ligusticum.porteri,20-40,1,1,0.1
aspen,Gothic.Spires,GS,2022,11,203,Ligusticum.porteri,40-60,4,4,0.4
aspen,Gothic.Spires,GS,2022,11,203,Ligusticum.porteri,60-80,1,1,0.1
aspen,Gothic.Spires,GS,2022,11,203,Ligusticum.porteri,80-100,14,14,1.4
aspen,Gothic.Spires,GS,2022,11,203,Potentilla.pulcherrima,20-40,10,10,1
aspen,Gothic.Spires,GS,2022,11,203,Potentilla.pulcherrima,40-60,1,1,0.1
aspen,Gothic.Spires,GS,2022,11,203,Potentilla.pulcherrima,60-80,8,8,0.8
aspen,Gothic.Spires,GS,2022,11,203,Potentilla.pulcherrima,80-100,3,3,0.3
aspen,Gothic.Spires,GS,2022,11,203,Pseudocymopterus.montanus,0-20,1,1,0.1
aspen,Gothic.Spires,GS,2022,11,203,Solidago.multiradiata,20-40,15,15,1.5
aspen,Gothic.Spires,GS,2022,12,208,Aconitum.columbianum,0-20,9,9,0.9
aspen,Gothic.Spires,GS,2022,12,208,Aconitum.columbianum,80-100,6,6,0.6
aspen,Gothic.Spires,GS,2022,12,208,Castilleja.sulphurea,20-40,1,1,0.1
aspen,Gothic.Spires,GS,2022,12,208,Delphinium.barbeyi,80-100,5,5,0.5
aspen,Gothic.Spires,GS,2022,12,208,Erigeron.elatior,40-60,1,1,0.1
aspen,Gothic.Spires,GS,2022,12,208,Geranium.richardsonii,80-100,2,2,0.2
aspen,Gothic.Spires,GS,2022,12,208,Helianthella.quinquenervis,60-80,2,2,0.2
aspen,Gothic.Spires,GS,2022,12,208,Solidago.multiradiata,0-20,25,25,2.5
aspen,Gothic.Spires,GS,2022,12,208,Solidago.multiradiata,20-40,20,20,2
aspen,Gothic.Spires,GS,2022,13,217,Aconitum.columbianum,0-20,1,1,0.1
aspen,Gothic.Spires,GS,2022,13,217,Aconitum.columbianum,80-100,1,1,0.1
aspen,Gothic.Spires,GS,2022,13,217,Aster.foliaceus,20-40,3,3,0.3
aspen,Gothic.Spires,GS,2022,13,217,Aster.foliaceus,60-80,3,3,0.3
aspen,Gothic.Spires,GS,2022,13,217,Erigeron.elatior,40-60,1,1,0.1
aspen,Gothic.Spires,GS,2022,13,217,Solidago.multiradiata,0-20,18,18,1.8
aspen,Gothic.Spires,GS,2022,13,217,Solidago.multiradiata,20-40,8,8,0.8
aspen,Gothic.Spires,GS,2022,14,223,0,0-20,0,0,0
aspen,Gothic.Spires,GS,2022,14,223,0,40-60,0,0,0
aspen,Gothic.Spires,GS,2022,14,223,0,80-100,0,0,0
aspen,Gothic.Spires,GS,2022,14,223,Erigeron.speciosus,20-40,2,2,0.2
aspen,Gothic.Spires,GS,2022,14,223,Erigeron.speciosus,60-80,3,3,0.3
aspen,Gothic.Spires,GS,2022,15,229,0,0-20,0,0,0
aspen,Gothic.Spires,GS,2022,15,229,0,80-100,0,0,0
aspen,Gothic.Spires,GS,2022,15,229,Aster.foliaceus,20-40,2,2,0.2
aspen,Gothic.Spires,GS,2022,15,229,Aster.foliaceus,40-60,1,1,0.1
aspen,Gothic.Spires,GS,2022,15,229,Aster.foliaceus,60-80,1,1,0.1
aspen,Gothic.Spires,GS,2022,16,237,0,0-20,0,0,0
aspen,Gothic.Spires,GS,2022,16,237,0,20-40,0,0,0
aspen,Gothic.Spires,GS,2022,16,237,0,40-60,0,0,0
aspen,Gothic.Spires,GS,2022,16,237,0,60-80,0,0,0
aspen,Gothic.Spires,GS,2022,16,237,0,80-100,0,0,0
aspen,Gothic.Spires,GS,2022,17,244,0,0-20,0,0,0
aspen,Gothic.Spires,GS,2022,17,244,0,20-40,0,0,0
aspen,Gothic.Spires,GS,2022,17,244,0,40-60,0,0,0
aspen,Gothic.Spires,GS,2022,17,244,0,60-80,0,0,0
aspen,Gothic.Spires,GS,2022,17,244,0,80-100,0,0,0
aspen,Gothic.Spires,GS,2022,18,251,0,0-20,0,0,0
aspen,Gothic.Spires,GS,2022,18,251,0,20-40,0,0,0
aspen,Gothic.Spires,GS,2022,18,251,0,40-60,0,0,0
aspen,Gothic.Spires,GS,2022,18,251,0,60-80,0,0,0
aspen,Gothic.Spires,GS,2022,18,251,0,80-100,0,0,0
aspen,Gothic.Spires,GS,2022,19,258,0,0-20,0,0,0
aspen,Gothic.Spires,GS,2022,19,258,0,20-40,0,0,0
aspen,Gothic.Spires,GS,2022,19,258,0,40-60,0,0,0
aspen,Gothic.Spires,GS,2022,19,258,0,60-80,0,0,0
aspen,Gothic.Spires,GS,2022,19,258,0,80-100,0,0,0
aspen,Gothic.Spires,GS,2023,1,145,0,0-20,0,0,0
aspen,Gothic.Spires,GS,2023,1,145,0,40-60,0,0,0
aspen,Gothic.Spires,GS,2023,1,145,0,60-80,0,0,0
aspen,Gothic.Spires,GS,2023,1,145,0,80-100,0,0,0
aspen,Gothic.Spires,GS,2023,1,145,Claytonia.lanceolata,20-40,4,4,0.4
aspen,Gothic.Spires,GS,2023,2,151,0,0-20,0,0,0
aspen,Gothic.Spires,GS,2023,2,151,Claytonia.lanceolata,20-40,25,25,2.5
aspen,Gothic.Spires,GS,2023,2,151,Claytonia.lanceolata,40-60,80,80,8
aspen,Gothic.Spires,GS,2023,2,151,Claytonia.lanceolata,60-80,15,15,1.5
aspen,Gothic.Spires,GS,2023,2,151,Claytonia.lanceolata,80-100,28,28,2.8
aspen,Gothic.Spires,GS,2023,2,151,Erythronium.grandiflorum,20-40,20,20,2
aspen,Gothic.Spires,GS,2023,2,151,Erythronium.grandiflorum,40-60,16,16,1.6
aspen,Gothic.Spires,GS,2023,2,151,Erythronium.grandiflorum,60-80,21,21,2.1
aspen,Gothic.Spires,GS,2023,2,151,Erythronium.grandiflorum,80-100,5,5,0.5
aspen,Gothic.Spires,GS,2023,3,158,Claytonia.lanceolata,0-20,5,5,0.5
aspen,Gothic.Spires,GS,2023,3,158,Claytonia.lanceolata,20-40,13,13,1.3
aspen,Gothic.Spires,GS,2023,3,158,Claytonia.lanceolata,40-60,35,35,3.5
aspen,Gothic.Spires,GS,2023,3,158,Claytonia.lanceolata,60-80,7,7,0.7
aspen,Gothic.Spires,GS,2023,3,158,Claytonia.lanceolata,80-100,72,72,7.2
aspen,Gothic.Spires,GS,2023,3,158,Erythronium.grandiflorum,0-20,46,46,4.6
aspen,Gothic.Spires,GS,2023,3,158,Erythronium.grandiflorum,20-40,24,24,2.4
aspen,Gothic.Spires,GS,2023,3,158,Erythronium.grandiflorum,40-60,34,34,3.4
aspen,Gothic.Spires,GS,2023,3,158,Erythronium.grandiflorum,60-80,17,17,1.7
aspen,Gothic.Spires,GS,2023,3,158,Erythronium.grandiflorum,80-100,28,28,2.8
aspen,Gothic.Spires,GS,2023,3,158,Mertensia.fusiformis,20-40,7,7,0.7
aspen,Gothic.Spires,GS,2023,3,158,Mertensia.fusiformis,60-80,2,2,0.2
aspen,Gothic.Spires,GS,2023,4,167,Erythronium.grandiflorum,0-20,6,6,0.6
aspen,Gothic.Spires,GS,2023,4,167,Erythronium.grandiflorum,20-40,9,9,0.9
aspen,Gothic.Spires,GS,2023,4,167,Erythronium.grandiflorum,40-60,3,3,0.3
aspen,Gothic.Spires,GS,2023,4,167,Erythronium.grandiflorum,60-80,3,3,0.3
aspen,Gothic.Spires,GS,2023,4,167,Erythronium.grandiflorum,80-100,2,2,0.2
aspen,Gothic.Spires,GS,2023,4,167,Mertensia.fusiformis,20-40,5,5,0.5
aspen,Gothic.Spires,GS,2023,4,167,Mertensia.fusiformis,40-60,4,4,0.4
aspen,Gothic.Spires,GS,2023,4,167,Mertensia.fusiformis,60-80,9,9,0.9
aspen,Gothic.Spires,GS,2023,4,167,Taraxacum.officinale,20-40,3,3,0.3
aspen,Gothic.Spires,GS,2023,4,167,Taraxacum.officinale,40-60,4,4,0.4
aspen,Gothic.Spires,GS,2023,4,167,Valeriana.occidentalis,40-60,1,1,0.1
aspen,Gothic.Spires,GS,2023,4,167,Viola.praemorsa,20-40,1,1,0.1
aspen,Gothic.Spires,GS,2023,4,167,Viola.praemorsa,40-60,12,12,1.2
aspen,Gothic.Spires,GS,2023,4,167,Viola.praemorsa,60-80,3,3,0.3
aspen,Gothic.Spires,GS,2023,5,172,Draba.aurea,20-40,5,5,0.5
aspen,Gothic.Spires,GS,2023,5,172,Draba.aurea,40-60,13,13,1.3
aspen,Gothic.Spires,GS,2023,5,172,Draba.aurea,60-80,4,4,0.4
aspen,Gothic.Spires,GS,2023,5,172,Erythronium.grandiflorum,20-40,1,1,0.1
aspen,Gothic.Spires,GS,2023,5,172,Fragaria.virginiana,20-40,4,4,0.4
aspen,Gothic.Spires,GS,2023,5,172,Fragaria.virginiana,60-80,2,2,0.2
aspen,Gothic.Spires,GS,2023,5,172,Hydrophyllum.capitatum,40-60,9,9,0.9
aspen,Gothic.Spires,GS,2023,5,172,Mertensia.fusiformis,20-40,2,2,0.2
aspen,Gothic.Spires,GS,2023,5,172,Pseudocymopterus.montanus,0-20,5,5,0.5
aspen,Gothic.Spires,GS,2023,5,172,Taraxacum.officinale,0-20,4,4,0.4
aspen,Gothic.Spires,GS,2023,5,172,Taraxacum.officinale,20-40,16,16,1.6
aspen,Gothic.Spires,GS,2023,5,172,Taraxacum.officinale,40-60,63,63,6.3
aspen,Gothic.Spires,GS,2023,5,172,Taraxacum.officinale,60-80,20,20,2
aspen,Gothic.Spires,GS,2023,5,172,Taraxacum.officinale,80-100,10,10,1
aspen,Gothic.Spires,GS,2023,5,172,Viola.praemorsa,20-40,7,7,0.7
aspen,Gothic.Spires,GS,2023,5,172,Viola.praemorsa,40-60,2,2,0.2
aspen,Gothic.Spires,GS,2023,5,172,Viola.praemorsa,60-80,4,4,0.4
aspen,Gothic.Spires,GS,2023,6,180,Draba.aurea,20-40,5,5,0.5
aspen,Gothic.Spires,GS,2023,6,180,Draba.aurea,40-60,6,6,0.6
aspen,Gothic.Spires,GS,2023,6,180,Draba.aurea,60-80,2,2,0.2
aspen,Gothic.Spires,GS,2023,6,180,Draba.aurea,80-100,4,4,0.4
aspen,Gothic.Spires,GS,2023,6,180,Fragaria.virginiana,0-20,1,1,0.1
aspen,Gothic.Spires,GS,2023,6,180,Fragaria.virginiana,20-40,1,1,0.1
aspen,Gothic.Spires,GS,2023,6,180,Fragaria.virginiana,60-80,2,2,0.2
aspen,Gothic.Spires,GS,2023,6,180,Fragaria.virginiana,80-100,12,12,1.2
aspen,Gothic.Spires,GS,2023,6,180,Lathyrus.leucanthus,40-60,16,16,1.6
aspen,Gothic.Spires,GS,2023,6,180,Lathyrus.leucanthus,60-80,9,9,0.9
aspen,Gothic.Spires,GS,2023,6,180,Pseudocymopterus.montanus,0-20,7,7,0.7
aspen,Gothic.Spires,GS,2023,6,180,Taraxacum.officinale,0-20,20,20,2
aspen,Gothic.Spires,GS,2023,6,180,Taraxacum.officinale,20-40,38,38,3.8
aspen,Gothic.Spires,GS,2023,6,180,Taraxacum.officinale,40-60,29,29,2.9
aspen,Gothic.Spires,GS,2023,6,180,Taraxacum.officinale,60-80,2,2,0.2
aspen,Gothic.Spires,GS,2023,6,180,Taraxacum.officinale,80-100,2,2,0.2
aspen,Gothic.Spires,GS,2023,6,180,Viola.adunca,0-20,1,1,0.1
aspen,Gothic.Spires,GS,2023,7,186,Draba.aurea,20-40,2,2,0.2
aspen,Gothic.Spires,GS,2023,7,186,Draba.aurea,40-60,6,6,0.6
aspen,Gothic.Spires,GS,2023,7,186,Draba.aurea,60-80,2,2,0.2
aspen,Gothic.Spires,GS,2023,7,186,Draba.aurea,80-100,3,3,0.3
aspen,Gothic.Spires,GS,2023,7,186,Fragaria.virginiana,0-20,1,1,0.1
aspen,Gothic.Spires,GS,2023,7,186,Fragaria.virginiana,20-40,8,8,0.8
aspen,Gothic.Spires,GS,2023,7,186,Fragaria.virginiana,60-80,2,2,0.2
aspen,Gothic.Spires,GS,2023,7,186,Fragaria.virginiana,80-100,13,13,1.3
aspen,Gothic.Spires,GS,2023,7,186,Lathyrus.leucanthus,0-20,4,4,0.4
aspen,Gothic.Spires,GS,2023,7,186,Lathyrus.leucanthus,20-40,1,1,0.1
aspen,Gothic.Spires,GS,2023,7,186,Lathyrus.leucanthus,40-60,119,119,11.9
aspen,Gothic.Spires,GS,2023,7,186,Lathyrus.leucanthus,60-80,45,45,4.5
aspen,Gothic.Spires,GS,2023,7,186,Lathyrus.leucanthus,80-100,8,8,0.8
aspen,Gothic.Spires,GS,2023,7,186,Ligusticum.porteri,0-20,1,1,0.1
aspen,Gothic.Spires,GS,2023,7,186,Ligusticum.porteri,20-40,4,4,0.4
aspen,Gothic.Spires,GS,2023,7,186,Ligusticum.porteri,60-80,7,7,0.7
aspen,Gothic.Spires,GS,2023,7,186,Pseudocymopterus.montanus,0-20,6,6,0.6
aspen,Gothic.Spires,GS,2023,7,186,Senecio.integerrimus,60-80,4,4,0.4
aspen,Gothic.Spires,GS,2023,7,186,Taraxacum.officinale,0-20,8,8,0.8
aspen,Gothic.Spires,GS,2023,7,186,Taraxacum.officinale,20-40,6,6,0.6
aspen,Gothic.Spires,GS,2023,7,186,Taraxacum.officinale,40-60,5,5,0.5
aspen,Gothic.Spires,GS,2023,7,186,Taraxacum.officinale,80-100,3,3,0.3
aspen,Gothic.Spires,GS,2023,8,191,Draba.aurea,40-60,1,1,0.1
aspen,Gothic.Spires,GS,2023,8,191,Fragaria.virginiana,20-40,3,3,0.3
aspen,Gothic.Spires,GS,2023,8,191,Fragaria.virginiana,80-100,1,1,0.1
aspen,Gothic.Spires,GS,2023,8,191,Geranium.richardsonii,0-20,1,1,0.1
aspen,Gothic.Spires,GS,2023,8,191,Geranium.richardsonii,80-100,5,5,0.5
aspen,Gothic.Spires,GS,2023,8,191,Helianthella.quinquenervis,60-80,1,1,0.1
aspen,Gothic.Spires,GS,2023,8,191,Lathyrus.leucanthus,0-20,59,59,5.9
aspen,Gothic.Spires,GS,2023,8,191,Lathyrus.leucanthus,40-60,163,163,16.3
aspen,Gothic.Spires,GS,2023,8,191,Lathyrus.leucanthus,60-80,22,22,2.2
aspen,Gothic.Spires,GS,2023,8,191,Lathyrus.leucanthus,80-100,13,13,1.3
aspen,Gothic.Spires,GS,2023,8,191,Ligusticum.porteri,0-20,1,1,0.1
aspen,Gothic.Spires,GS,2023,8,191,Ligusticum.porteri,20-40,2,2,0.2
aspen,Gothic.Spires,GS,2023,8,191,Ligusticum.porteri,60-80,8,8,0.8
aspen,Gothic.Spires,GS,2023,8,191,Ligusticum.porteri,80-100,3,3,0.3
aspen,Gothic.Spires,GS,2023,8,191,Potentilla.pulcherrima,0-20,1,1,0.1
aspen,Gothic.Spires,GS,2023,8,191,Potentilla.pulcherrima,20-40,3,3,0.3
aspen,Gothic.Spires,GS,2023,8,191,Potentilla.pulcherrima,40-60,4,4,0.4
aspen,Gothic.Spires,GS,2023,8,191,Potentilla.pulcherrima,60-80,2,2,0.2
aspen,Gothic.Spires,GS,2023,8,191,Potentilla.pulcherrima,80-100,1,1,0.1
aspen,Gothic.Spires,GS,2023,8,191,Prunella.vulgaris,20-40,2,2,0.2
aspen,Gothic.Spires,GS,2023,8,191,Pseudocymopterus.montanus,0-20,4,4,0.4
aspen,Gothic.Spires,GS,2023,8,191,Taraxacum.officinale,40-60,1,1,0.1
aspen,Gothic.Spires,GS,2023,8,191,Taraxacum.officinale,60-80,1,1,0.1
aspen,Gothic.Spires,GS,2023,9,198,Anticlea.elegans,0-20,91,91,9.1
aspen,Gothic.Spires,GS,2023,9,198,Anticlea.elegans,20-40,16,16,1.6
aspen,Gothic.Spires,GS,2023,9,198,Geranium.richardsonii,0-20,3,3,0.3
aspen,Gothic.Spires,GS,2023,9,198,Geranium.richardsonii,20-40,2,2,0.2
aspen,Gothic.Spires,GS,2023,9,198,Geranium.richardsonii,80-100,3,3,0.3
aspen,Gothic.Spires,GS,2023,9,198,Helianthella.quinquenervis,0-20,1,1,0.1
aspen,Gothic.Spires,GS,2023,9,198,Helianthella.quinquenervis,60-80,6,6,0.6
aspen,Gothic.Spires,GS,2023,9,198,Ligusticum.porteri,20-40,3,3,0.3
aspen,Gothic.Spires,GS,2023,9,198,Ligusticum.porteri,40-60,6,6,0.6
aspen,Gothic.Spires,GS,2023,9,198,Ligusticum.porteri,60-80,2,2,0.2
aspen,Gothic.Spires,GS,2023,9,198,Ligusticum.porteri,80-100,3,3,0.3
aspen,Gothic.Spires,GS,2023,9,198,Potentilla.pulcherrima,0-20,1,1,0.1
aspen,Gothic.Spires,GS,2023,9,198,Potentilla.pulcherrima,40-60,8,8,0.8
aspen,Gothic.Spires,GS,2023,9,198,Potentilla.pulcherrima,60-80,3,3,0.3
aspen,Gothic.Spires,GS,2023,9,198,Pseudocymopterus.montanus,0-20,5,5,0.5
aspen,Gothic.Spires,GS,2023,9,198,Vicia.americana,20-40,2,2,0.2
aspen,Gothic.Spires,GS,2023,9,198,Vicia.americana,40-60,9,9,0.9
aspen,Gothic.Spires,GS,2023,9,198,Vicia.americana,60-80,3,3,0.3
aspen,Gothic.Spires,GS,2023,10,205,Aconitum.columbianum,0-20,8,8,0.8
aspen,Gothic.Spires,GS,2023,10,205,Anticlea.elegans,0-20,36,36,3.6
aspen,Gothic.Spires,GS,2023,10,205,Delphinium.barbeyi,40-60,4,4,0.4
aspen,Gothic.Spires,GS,2023,10,205,Delphinium.barbeyi,80-100,6,6,0.6
aspen,Gothic.Spires,GS,2023,10,205,Erigeron.speciosus,40-60,1,1,0.1
aspen,Gothic.Spires,GS,2023,10,205,Geranium.richardsonii,0-20,3,3,0.3
aspen,Gothic.Spires,GS,2023,10,205,Geranium.richardsonii,20-40,1,1,0.1
aspen,Gothic.Spires,GS,2023,10,205,Geranium.richardsonii,80-100,1,1,0.1
aspen,Gothic.Spires,GS,2023,10,205,Helianthella.quinquenervis,40-60,1,1,0.1
aspen,Gothic.Spires,GS,2023,10,205,Helianthella.quinquenervis,60-80,1,1,0.1
aspen,Gothic.Spires,GS,2023,10,205,Helianthella.quinquenervis,80-100,1,1,0.1
aspen,Gothic.Spires,GS,2023,10,205,Ligusticum.porteri,0-20,1,1,0.1
aspen,Gothic.Spires,GS,2023,10,205,Ligusticum.porteri,40-60,1,1,0.1
aspen,Gothic.Spires,GS,2023,10,205,Potentilla.pulcherrima,20-40,1,1,0.1
aspen,Gothic.Spires,GS,2023,10,205,Potentilla.pulcherrima,40-60,1,1,0.1
aspen,Gothic.Spires,GS,2023,10,205,Potentilla.pulcherrima,60-80,5,5,0.5
aspen,Gothic.Spires,GS,2023,10,205,Potentilla.pulcherrima,80-100,1,1,0.1
aspen,Gothic.Spires,GS,2023,10,205,Vicia.americana,40-60,1,1,0.1
aspen,Gothic.Spires,GS,2023,11,214,0,0-20,0,0,0
aspen,Gothic.Spires,GS,2023,11,214,0,60-80,0,0,0
aspen,Gothic.Spires,GS,2023,11,214,Aconitum.columbianum,80-100,3,3,0.3
aspen,Gothic.Spires,GS,2023,11,214,Delphinium.barbeyi,20-40,3,3,0.3
aspen,Gothic.Spires,GS,2023,11,214,Delphinium.barbeyi,80-100,3,3,0.3
aspen,Gothic.Spires,GS,2023,11,214,Erigeron.elatior,40-60,3,3,0.3
aspen,Gothic.Spires,GS,2023,11,214,Erigeron.elatior,80-100,1,1,0.1
aspen,Gothic.Spires,GS,2023,11,214,Geranium.richardsonii,20-40,1,1,0.1
aspen,Gothic.Spires,GS,2023,11,214,Heliomeris.multiflora,20-40,1,1,0.1
aspen,Gothic.Spires,GS,2023,12,226,0,0-20,0,0,0
aspen,Gothic.Spires,GS,2023,12,226,0,60-80,0,0,0
aspen,Gothic.Spires,GS,2023,12,226,0,80-100,0,0,0
aspen,Gothic.Spires,GS,2023,12,226,Aster.foliaceus,20-40,1,1,0.1
aspen,Gothic.Spires,GS,2023,12,226,Erigeron.speciosus,40-60,1,1,0.1
aspen,Gothic.Spires,GS,2023,13,233,0,0-20,0,0,0
aspen,Gothic.Spires,GS,2023,13,233,0,20-40,0,0,0
aspen,Gothic.Spires,GS,2023,13,233,0,40-60,0,0,0
aspen,Gothic.Spires,GS,2023,13,233,0,60-80,0,0,0
aspen,Gothic.Spires,GS,2023,13,233,0,80-100,0,0,0
aspen,Gothic.Spires,GS,2023,14,240,0,0-20,0,0,0
aspen,Gothic.Spires,GS,2023,14,240,0,20-40,0,0,0
aspen,Gothic.Spires,GS,2023,14,240,0,40-60,0,0,0
aspen,Gothic.Spires,GS,2023,14,240,0,60-80,0,0,0
aspen,Gothic.Spires,GS,2023,14,240,0,80-100,0,0,0
aspen,Gothic.Spires,GS,2023,15,249,0,0-20,0,0,0
aspen,Gothic.Spires,GS,2023,15,249,0,20-40,0,0,0
aspen,Gothic.Spires,GS,2023,15,249,0,40-60,0,0,0
aspen,Gothic.Spires,GS,2023,15,249,0,60-80,0,0,0
aspen,Gothic.Spires,GS,2023,15,249,0,80-100,0,0,0
aspen,Rosy.Hills,RH,2016,1,112,0,0-20,0,0,0
aspen,Rosy.Hills,RH,2016,1,112,0,20-40,0,0,0
aspen,Rosy.Hills,RH,2016,1,112,0,40-60,0,0,0
aspen,Rosy.Hills,RH,2016,1,112,0,60-80,0,0,0
aspen,Rosy.Hills,RH,2016,1,112,0,80-100,0,0,0
aspen,Rosy.Hills,RH,2016,2,125,0,0-20,0,0,0
aspen,Rosy.Hills,RH,2016,2,125,0,20-40,0,0,0
aspen,Rosy.Hills,RH,2016,2,125,0,40-60,0,0,0
aspen,Rosy.Hills,RH,2016,2,125,0,60-80,0,0,0
aspen,Rosy.Hills,RH,2016,2,125,0,80-100,0,0,0
aspen,Rosy.Hills,RH,2016,3,133,0,0-20,0,0,0
aspen,Rosy.Hills,RH,2016,3,133,0,20-40,0,0,0
aspen,Rosy.Hills,RH,2016,3,133,0,40-60,0,0,0
aspen,Rosy.Hills,RH,2016,3,133,0,60-80,0,0,0
aspen,Rosy.Hills,RH,2016,3,133,0,80-100,0,0,0
aspen,Rosy.Hills,RH,2016,4,141,0,0-20,0,0,0
aspen,Rosy.Hills,RH,2016,4,141,0,60-80,0,0,0
aspen,Rosy.Hills,RH,2016,4,141,0,80-100,0,0,0
aspen,Rosy.Hills,RH,2016,4,141,Claytonia.lanceolata,20-40,12,12,1.2
aspen,Rosy.Hills,RH,2016,4,141,Claytonia.lanceolata,40-60,3,3,0.3
aspen,Rosy.Hills,RH,2016,5,151,0,40-60,0,0,0
aspen,Rosy.Hills,RH,2016,5,151,Claytonia.lanceolata,0-20,119,119,11.9
aspen,Rosy.Hills,RH,2016,5,151,Claytonia.lanceolata,20-40,224,224,22.4
aspen,Rosy.Hills,RH,2016,5,151,Claytonia.lanceolata,60-80,4,4,0.4
aspen,Rosy.Hills,RH,2016,5,151,Claytonia.lanceolata,80-100,7,7,0.7
aspen,Rosy.Hills,RH,2016,5,151,Valeriana.occidentalis,0-20,1,1,0.1
aspen,Rosy.Hills,RH,2016,5,151,Valeriana.occidentalis,20-40,1,1,0.1
aspen,Rosy.Hills,RH,2016,5,151,Valeriana.occidentalis,40-60,1,1,0.1
aspen,Rosy.Hills,RH,2016,6,159,0,40-60,0,0,0
aspen,Rosy.Hills,RH,2016,6,159,0,60-80,0,0,0
aspen,Rosy.Hills,RH,2016,6,159,0,80-100,0,0,0
aspen,Rosy.Hills,RH,2016,6,159,Claytonia.lanceolata,0-20,3,3,0.3
aspen,Rosy.Hills,RH,2016,6,159,Mertensia.fusiformis,20-40,9,9,0.9
aspen,Rosy.Hills,RH,2016,6,159,Valeriana.occidentalis,40-60,1,1,0.1
aspen,Rosy.Hills,RH,2016,7,166,0,60-80,0,0,0
aspen,Rosy.Hills,RH,2016,7,166,Hydrophyllum.capitatum,40-60,12,12,1.2
aspen,Rosy.Hills,RH,2016,7,166,Hydrophyllum.fendleri,0-20,2,2,0.2
aspen,Rosy.Hills,RH,2016,7,166,Hydrophyllum.fendleri,20-40,5,5,0.5
aspen,Rosy.Hills,RH,2016,7,166,Hydrophyllum.fendleri,80-100,1,1,0.1
aspen,Rosy.Hills,RH,2016,7,166,Mertensia.fusiformis,20-40,3,3,0.3
aspen,Rosy.Hills,RH,2016,7,166,Noccaea.fendleri,0-20,2,2,0.2
aspen,Rosy.Hills,RH,2016,7,166,Ranunculus.inamoenus,20-40,2,2,0.2
aspen,Rosy.Hills,RH,2016,7,166,Valeriana.occidentalis,40-60,1,1,0.1
aspen,Rosy.Hills,RH,2016,7,166,Viola.adunca,80-100,3,3,0.3
aspen,Rosy.Hills,RH,2016,8,173,0,60-80,0,0,0
aspen,Rosy.Hills,RH,2016,8,173,0,80-100,0,0,0
aspen,Rosy.Hills,RH,2016,8,173,Geranium.richardsonii,20-40,2,2,0.2
aspen,Rosy.Hills,RH,2016,8,173,Hydrophyllum.fendleri,0-20,47,47,4.7
aspen,Rosy.Hills,RH,2016,8,173,Hydrophyllum.fendleri,20-40,99,99,9.9
aspen,Rosy.Hills,RH,2016,8,173,Hydrophyllum.fendleri,40-60,60,60,6
aspen,Rosy.Hills,RH,2016,8,173,Lathyrus.leucanthus,40-60,3,3,0.3
aspen,Rosy.Hills,RH,2016,8,173,Ligusticum.porteri,20-40,3,3,0.3
aspen,Rosy.Hills,RH,2016,8,173,Ligusticum.porteri,60-80,4,4,0.4
aspen,Rosy.Hills,RH,2016,8,173,Ligusticum.porteri,80-100,3,3,0.3
aspen,Rosy.Hills,RH,2016,9,179,Geranium.richardsonii,20-40,16,16,1.6
aspen,Rosy.Hills,RH,2016,9,179,Geranium.richardsonii,40-60,3,3,0.3
