site,site.code,year,date,doy,week,observer,obs.start,obs.end,tot.obs.length,weather,habitat,habitat.code,no.bees,genus,species,caste,behaviour,plant.species,resource.coll,flw.per.meter.sum.week,flw.count.sum.week
Copper.Creek,CC,2015,28-Jul-15,209,12,JEO,15:45:00,16:45:00,60,clear.warm,wet,w,1,Bombus,californicus,w,frg,Delphinium.barbeyi,nectar.and.pollen,171.6,429
Copper.Creek,CC,2015,28-Jul-15,209,12,JEO,15:45:00,16:45:00,60,clear.warm,wet,w,1,Bombus,californicus,w,frg,Delphinium.barbeyi,nectar.and.pollen,171.6,429
Copper.Creek,CC,2015,28-Jul-15,209,12,JEO,15:45:00,16:45:00,60,clear.warm,wet,w,1,Bombus,californicus,w,frg,Lupinus.bakeri,pollen,NA,NA
Avery.Wash,AW,2015,27-Jul-15,208,11,JEO,16:40:00,17:40:00,60,partlycloudy.warm,wet,w,1,Bombus,appositus,w,frg,Delphinium.barbeyi,nectar,211.20000000000002,528
Avery.Wash,AW,2015,27-Jul-15,208,11,JEO,16:40:00,17:40:00,60,partlycloudy.warm,wet,w,1,Bombus,appositus,w,frg,Delphinium.barbeyi,nectar,211.20000000000002,528
Avery.Wash,AW,2015,27-Jul-15,208,11,JEO,16:40:00,17:40:00,60,partlycloudy.warm,wet,w,1,Bombus,appositus,w,frg,Delphinium.barbeyi,nectar,211.20000000000002,528
Avery.Wash,AW,2015,27-Jul-15,208,11,JEO,16:40:00,17:40:00,60,partlycloudy.warm,wet,w,1,Bombus,appositus,w,frg,Delphinium.barbeyi,nectar.and.pollen,211.20000000000002,528
Copper.Creek,CC,2015,28-Jul-15,209,12,JEO,15:45:00,16:45:00,60,clear.warm,wet,w,1,Bombus,nevadensis,q,frg,Delphinium.barbeyi,nectar,171.6,429
Copper.Creek,CC,2015,28-Jul-15,209,12,JEO,15:45:00,16:45:00,60,clear.warm,wet,w,1,Bombus,nevadensis,q,frg,Delphinium.barbeyi,nectar,171.6,429
Copper.Creek,CC,2015,28-Jul-15,209,12,JEO,15:45:00,16:45:00,60,clear.warm,wet,w,1,Bombus,appositus,q,frg,Delphinium.barbeyi,nectar,171.6,429
Copper.Creek,CC,2015,28-Jul-15,209,12,JEO,15:45:00,16:45:00,60,clear.warm,wet,w,1,Bombus,nevadensis,w,frg,Delphinium.barbeyi,nectar.and.pollen,171.6,429
Copper.Creek,CC,2015,28-Jul-15,209,12,JEO,15:45:00,16:45:00,60,clear.warm,wet,w,1,Bombus,nevadensis,w,frg,Delphinium.barbeyi,nectar.and.pollen,171.6,429
Copper.Creek,CC,2015,28-Jul-15,209,12,JEO,15:45:00,16:45:00,60,clear.warm,wet,w,1,Bombus,flavifrons,w,frg,Helianthella.quinquenervis,pollen,23.2,58
Copper.Creek,CC,2015,28-Jul-15,209,12,JEO,15:45:00,16:45:00,60,clear.warm,wet,w,1,Bombus,bifarius,w,frg,Ligularia.bigelovii,nectar,1.2000000000000002,3
Copper.Creek,CC,2015,28-Jul-15,209,12,JEO,15:45:00,16:45:00,60,clear.warm,wet,w,1,Bombus,mixtus,w,frg,Ligularia.bigelovii,nectar,1.2000000000000002,3
Copper.Creek,CC,2015,28-Jul-15,209,12,JEO,15:45:00,16:45:00,60,clear.warm,wet,w,1,Bombus,flavifrons,w,frg,Cirsium.parryi,nectar,NA,NA
Copper.Creek,CC,2015,28-Jul-15,209,12,JEO,15:45:00,16:45:00,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Ligularia.bigelovii,nectar,1.2000000000000002,3
Copper.Creek,CC,2015,28-Jul-15,209,12,JEO,15:45:00,16:45:00,60,clear.warm,wet,w,1,Bombus,bifarius,w,frg,Dugaldia.hoopesii,nectar,NA,NA
Copper.Creek,CC,2015,7-Aug-15,219,13,JEO,17:00:00,17:30:00,30,mostlycloudy.warm,aspen,a,1,Bombus,flavifrons,w,frg,Delphinium.barbeyi,nectar,15.200000000000001,38
Copper.Creek,CC,2015,7-Aug-15,219,13,JEO,17:00:00,17:30:00,30,mostlycloudy.warm,aspen,a,1,Bombus,flavifrons,w,frg,Delphinium.barbeyi,nectar,15.200000000000001,38
Copper.Creek,CC,2015,7-Aug-15,219,13,JEO,17:00:00,17:30:00,30,mostlycloudy.warm,aspen,a,1,Bombus,flavifrons,w,frg,Delphinium.barbeyi,nectar,15.200000000000001,38
Copper.Creek,CC,2015,7-Aug-15,219,13,JEO,17:00:00,17:30:00,30,mostlycloudy.warm,aspen,a,1,Bombus,flavifrons,w,frg,Delphinium.barbeyi,nectar,15.200000000000001,38
Copper.Creek,CC,2015,7-Aug-15,219,13,JEO,17:00:00,17:30:00,30,mostlycloudy.warm,aspen,a,1,Bombus,flavifrons,w,frg,Delphinium.barbeyi,nectar,15.200000000000001,38
Copper.Creek,CC,2015,7-Aug-15,219,13,JEO,17:00:00,17:30:00,30,mostlycloudy.warm,aspen,a,1,Bombus,flavifrons,w,frg,Delphinium.barbeyi,nectar,15.200000000000001,38
Avery.Wash,AW,2015,27-Jul-15,208,11,JEO,16:40:00,17:40:00,60,partlycloudy.warm,wet,w,1,Bombus,appositus,w,frg,Delphinium.barbeyi,nectar.and.pollen,211.20000000000002,528
Copper.Creek,CC,2015,7-Aug-15,219,13,JEO,17:00:00,17:30:00,30,mostlycloudy.warm,aspen,a,1,Bombus,flavifrons,w,frg,Delphinium.barbeyi,nectar.and.pollen,15.200000000000001,38
Copper.Creek,CC,2015,7-Aug-15,219,13,JEO,17:00:00,17:30:00,30,mostlycloudy.warm,dry,d,1,Bombus,bifarius,w,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,7-Aug-15,219,13,JEO,17:00:00,17:30:00,30,mostlycloudy.warm,dry,d,1,Bombus,flavifrons,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,7-Aug-15,219,13,JEO,17:00:00,17:30:00,30,mostlycloudy.warm,dry,d,1,Bombus,flavifrons,w,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,7-Aug-15,219,13,JEO,17:00:00,17:30:00,30,mostlycloudy.warm,dry,d,1,Bombus,flavifrons,w,frg,Phacelia.heterophylla,nectar.and.pollen,NA,NA
Copper.Creek,CC,2015,7-Aug-15,219,13,JEO,17:00:00,17:30:00,30,mostlycloudy.warm,wet,w,1,Bombus,bifarius,m,frg,Senecio.serra,nectar,15.600000000000001,39
Copper.Creek,CC,2015,7-Aug-15,219,13,JEO,17:00:00,17:30:00,30,mostlycloudy.warm,wet,w,1,Bombus,bifarius,w,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,7-Aug-15,219,13,JEO,17:00:00,17:30:00,30,mostlycloudy.warm,wet,w,1,Bombus,bifarius,w,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,7-Aug-15,219,13,JEO,17:00:00,17:30:00,30,mostlycloudy.warm,wet,w,1,Bombus,bifarius,w,frg,Heliomeris.multiflora,nectar,272,680
Avery.Wash,AW,2015,27-Jul-15,208,11,JEO,16:40:00,17:40:00,60,partlycloudy.warm,wet,w,1,Bombus,appositus,w,frg,Vicia.americana,nectar,50.4,126
Copper.Creek,CC,2015,23-Jul-15,204,11,JEO,11:55:00,12:55:00,60,mostlycloudy.mild,wet,w,1,Bombus,appositus,w,frg,Delphinium.barbeyi,nectar,161.2,403
Copper.Creek,CC,2015,7-Aug-15,219,13,JEO,17:00:00,17:30:00,30,mostlycloudy.warm,wet,w,1,Bombus,flavifrons,w,frg,Delphinium.barbeyi,nectar,15.200000000000001,38
Copper.Creek,CC,2015,7-Aug-15,219,13,JEO,17:00:00,17:30:00,30,mostlycloudy.warm,wet,w,1,Bombus,flavifrons,w,frg,Delphinium.barbeyi,nectar,15.200000000000001,38
Copper.Creek,CC,2015,7-Aug-15,219,13,JEO,17:00:00,17:30:00,30,mostlycloudy.warm,wet,w,1,Bombus,flavifrons,w,frg,Delphinium.barbeyi,nectar,15.200000000000001,38
Copper.Creek,CC,2015,7-Aug-15,219,13,JEO,17:00:00,17:30:00,30,mostlycloudy.warm,wet,w,1,Bombus,flavifrons,w,frg,Delphinium.barbeyi,nectar,15.200000000000001,38
Copper.Creek,CC,2015,23-Jul-15,204,11,JEO,11:55:00,12:55:00,60,mostlycloudy.mild,wet,w,1,Bombus,appositus,w,frg,Delphinium.barbeyi,nectar,161.2,403
Copper.Creek,CC,2015,23-Jul-15,204,11,JEO,11:55:00,12:55:00,60,mostlycloudy.mild,wet,w,1,Bombus,appositus,w,frg,Delphinium.barbeyi,nectar,161.2,403
Copper.Creek,CC,2015,23-Jul-15,204,11,JEO,11:55:00,12:55:00,60,mostlycloudy.mild,wet,w,1,Bombus,appositus,w,frg,Delphinium.barbeyi,nectar,161.2,403
Copper.Creek,CC,2015,23-Jul-15,204,11,JEO,11:55:00,12:55:00,60,mostlycloudy.mild,wet,w,1,Bombus,appositus,w,frg,Delphinium.barbeyi,nectar,161.2,403
Copper.Creek,CC,2015,23-Jul-15,204,11,JEO,11:55:00,12:55:00,60,mostlycloudy.mild,wet,w,1,Bombus,appositus,w,frg,Delphinium.barbeyi,nectar,161.2,403
Copper.Creek,CC,2015,7-Aug-15,219,13,JEO,17:00:00,17:30:00,30,mostlycloudy.warm,wet,w,1,Bombus,appositus,m,frg,Delphinium.barbeyi,nectar,15.200000000000001,38
Copper.Creek,CC,2015,7-Aug-15,219,13,JEO,17:00:00,17:30:00,30,mostlycloudy.warm,wet,w,1,Bombus,appositus,m,frg,Vicia.americana,nectar,NA,NA
Copper.Creek,CC,2015,7-Aug-15,219,13,JEO,17:00:00,17:30:00,30,mostlycloudy.warm,wet,w,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,7-Aug-15,219,13,JEO,17:00:00,17:30:00,30,mostlycloudy.warm,wet,w,1,Bombus,bifarius,w,frg,Senecio.serra,nectar,15.600000000000001,39
Copper.Creek,CC,2015,7-Aug-15,219,13,JEO,17:00:00,17:30:00,30,mostlycloudy.warm,wet,w,1,Bombus,bifarius,w,frg,Senecio.serra,nectar,15.600000000000001,39
Copper.Creek,CC,2015,7-Aug-15,219,13,JEO,17:00:00,17:30:00,30,mostlycloudy.warm,wet,w,1,Bombus,bifarius,w,frg,Erigeron.speciosus,nectar,204.4,511
Copper.Creek,CC,2015,7-Aug-15,219,13,JEO,17:00:00,17:30:00,30,mostlycloudy.warm,wet,w,1,Bombus,appositus,m,frg,Ligularia.bigelovii,nectar,3.1999999999999997,8
Copper.Creek,CC,2015,7-Aug-15,219,13,JEO,17:00:00,17:30:00,30,mostlycloudy.warm,wet,w,1,Bombus,flavifrons,m,frg,Ligularia.bigelovii,nectar,3.1999999999999997,8
Copper.Creek,CC,2015,7-Aug-15,219,13,JEO,17:00:00,17:30:00,30,mostlycloudy.warm,wet,w,1,Bombus,flavifrons,m,frg,Ligularia.bigelovii,nectar,3.1999999999999997,8
Copper.Creek,CC,2015,7-Aug-15,219,13,JEO,17:00:00,17:30:00,30,mostlycloudy.warm,wet,w,1,Bombus,bifarius,q,frg,Ligularia.bigelovii,nectar,3.1999999999999997,8
Copper.Creek,CC,2015,7-Aug-15,219,13,JEO,17:00:00,17:30:00,30,mostlycloudy.warm,wet,w,1,Bombus,rufocinctus,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,7-Aug-15,219,13,JEO,17:00:00,17:30:00,30,mostlycloudy.warm,wet,w,1,Bombus,bifarius,w,frg,Potentilla.pulcherrima,pollen,5.6,14
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,aspen,a,1,Bombus,flavifrons,m,frg,Senecio.serra,nectar,15.600000000000001,39
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,aspen,a,1,Bombus,flavifrons,m,frg,Senecio.serra,nectar,15.600000000000001,39
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,aspen,a,1,Bombus,flavifrons,m,frg,Senecio.serra,nectar,15.600000000000001,39
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,aspen,a,1,Bombus,flavifrons,m,frg,Senecio.serra,nectar,15.600000000000001,39
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,aspen,a,1,Bombus,flavifrons,m,frg,Senecio.serra,nectar,15.600000000000001,39
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,aspen,a,1,Bombus,flavifrons,m,frg,Senecio.serra,nectar,15.600000000000001,39
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,aspen,a,1,Bombus,flavifrons,m,frg,Senecio.serra,nectar,15.600000000000001,39
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,aspen,a,1,Bombus,mixtus,m,frg,Senecio.serra,nectar,15.600000000000001,39
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,aspen,a,1,Bombus,flavifrons,w,frg,Senecio.serra,nectar,15.600000000000001,39
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,aspen,a,1,Bombus,flavifrons,w,frg,Senecio.serra,nectar,15.600000000000001,39
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,aspen,a,1,Bombus,flavifrons,w,frg,Senecio.serra,nectar.and.pollen,15.600000000000001,39
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,aspen,a,1,Bombus,flavifrons,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,aspen,a,1,Bombus,flavifrons,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,dry,d,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,dry,d,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,dry,d,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,dry,d,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,dry,d,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,dry,d,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,dry,d,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,dry,d,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,dry,d,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,dry,d,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,dry,d,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,dry,d,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,dry,d,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,dry,d,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,dry,d,1,Bombus,flavifrons,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,dry,d,1,Bombus,flavifrons,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,dry,d,1,Bombus,flavifrons,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,dry,d,1,Bombus,flavifrons,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,dry,d,1,Bombus,flavifrons,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,dry,d,1,Bombus,flavifrons,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,dry,d,1,Bombus,flavifrons,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,dry,d,1,Bombus,flavifrons,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,dry,d,1,Bombus,flavifrons,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,dry,d,1,Bombus,flavifrons,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,dry,d,1,Bombus,flavifrons,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,dry,d,1,Bombus,bifarius,w,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,dry,d,1,Bombus,bifarius,w,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,dry,d,1,Bombus,bifarius,w,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,dry,d,1,Bombus,insularis,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,dry,d,1,Bombus,bifarius,w,frg,Heterotheca.villosa,nectar,NA,NA
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,dry,d,1,Bombus,mixtus,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,dry,d,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,dry,d,1,Bombus,appositus,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,wet,w,1,Bombus,flavifrons,q,frg,Delphinium.barbeyi,nectar,15.200000000000001,38
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,wet,w,1,Bombus,bifarius,w,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,wet,w,1,Bombus,bifarius,w,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,wet,w,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,wet,w,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,wet,w,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,wet,w,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,wet,w,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,wet,w,1,Bombus,appositus,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,wet,w,1,Bombus,rufocinctus,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,wet,w,1,Bombus,rufocinctus,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,wet,w,1,Bombus,rufocinctus,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,wet,w,1,Bombus,rufocinctus,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,wet,w,1,Bombus,rufocinctus,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,wet,w,1,Bombus,insularis,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,wet,w,1,Bombus,flavifrons,m,frg,Ligularia.bigelovii,nectar,3.1999999999999997,8
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,wet,w,1,Bombus,insularis,m,frg,Erigeron.speciosus,nectar,204.4,511
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,wet,w,1,Bombus,insularis,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,wet,w,1,Bombus,flavifrons,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,wet,w,1,Bombus,flavifrons,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,wet,w,1,Bombus,flavifrons,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,wet,w,1,Bombus,flavifrons,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,wet,w,1,Bombus,mixtus,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,wet,w,1,Bombus,californicus,m,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,wet,w,1,Bombus,rufocinctus,w,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,wet,w,1,Bombus,bifarius,w,frg,Heliomeris.multiflora,nectar,272,680
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,wet,w,1,Bombus,appositus,m,frg,Cirsium.parryi,nectar,NA,NA
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,wet,w,1,Bombus,appositus,m,frg,Cirsium.parryi,nectar,NA,NA
Copper.Creek,CC,2015,16-Aug-15,228,13,JEO,16:15:00,17:15:00,60,mostlycloudy.warm,wet,w,1,Bombus,appositus,m,frg,Cirsium.parryi,nectar,NA,NA
Copper.Creek,CC,2015,23-Aug-15,235,14,JEO,14:20:00,15:45:00,85,clear.warm.breezy,aspen,a,1,Bombus,flavifrons,m,frg,Senecio.serra,nectar,0.8,2
Copper.Creek,CC,2015,23-Aug-15,235,14,JEO,14:20:00,15:45:00,85,clear.warm.breezy,aspen,a,1,Bombus,flavifrons,m,frg,Senecio.serra,nectar,0.8,2
Copper.Creek,CC,2015,23-Aug-15,235,14,JEO,14:20:00,15:45:00,85,clear.warm.breezy,aspen,a,1,Bombus,mixtus,m,frg,Senecio.serra,nectar,0.8,2
Copper.Creek,CC,2015,23-Aug-15,235,14,JEO,14:20:00,15:45:00,85,clear.warm.breezy,aspen,a,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar,70,175
Copper.Creek,CC,2015,23-Aug-15,235,14,JEO,14:20:00,15:45:00,85,clear.warm.breezy,aspen,a,1,Bombus,flavifrons,m,frg,Heliomeris.multiflora,nectar,70,175
Copper.Creek,CC,2015,23-Aug-15,235,14,JEO,14:20:00,15:45:00,85,clear.warm.breezy,aspen,a,1,Bombus,flavifrons,m,frg,Heliomeris.multiflora,nectar,70,175
Copper.Creek,CC,2015,23-Aug-15,235,14,JEO,14:20:00,15:45:00,85,clear.warm.breezy,aspen,a,1,Bombus,flavifrons,m,frg,Heliomeris.multiflora,nectar,70,175
Copper.Creek,CC,2015,23-Aug-15,235,14,JEO,14:20:00,15:45:00,85,clear.warm.breezy,aspen,a,1,Bombus,flavifrons,m,frg,Heliomeris.multiflora,nectar,70,175
