site.code,year,week,species,plant.species,n_interactions,total_minutes,interaction_rate
AW,2023,4,bifarius,Salix.sp,1,60,0.016666666666666666
AW,2023,4,flavifrons,Mertensia.fusiformis,1,60,0.016666666666666666
AW,2023,5,bifarius,Taraxacum.officinale,1,60,0.016666666666666666
AW,2023,5,flavifrons,Hydrophyllum.fendleri,1,60,0.016666666666666666
AW,2023,5,flavifrons,Mertensia.fusiformis,1,60,0.016666666666666666
AW,2023,6,appositus,Delphinium.nuttallianum,3,60,0.05
AW,2023,6,bifarius,Hydrophyllum.fendleri,1,60,0.016666666666666666
AW,2023,6,flavifrons,Delphinium.nuttallianum,7,60,0.11666666666666667
AW,2023,6,flavifrons,Hydrophyllum.fendleri,3,60,0.05
AW,2023,6,flavifrons,Mertensia.fusiformis,1,60,0.016666666666666666
AW,2023,6,insularis,Hydrophyllum.fendleri,1,60,0.016666666666666666
AW,2023,7,bifarius,Hydrophyllum.fendleri,2,60,0.03333333333333333
AW,2023,7,flavifrons,Hydrophyllum.fendleri,11,60,0.18333333333333332
AW,2023,7,rufocinctus,Hydrophyllum.fendleri,3,60,0.05
AW,2023,8,appositus,Dugaldia.hoopesii,1,60,0.016666666666666666
AW,2023,8,bifarius,Helianthella.quinquenervis,3,60,0.05
AW,2023,8,bifarius,Hydrophyllum.fendleri,1,60,0.016666666666666666
AW,2023,8,flavifrons,Helianthella.quinquenervis,2,60,0.03333333333333333
AW,2023,8,flavifrons,Hydrophyllum.fendleri,12,60,0.2
AW,2023,8,flavifrons,Pedicularis.groenlandica,1,60,0.016666666666666666
AW,2023,8,flavifrons,Vicia.americana,2,60,0.03333333333333333
AW,2023,8,insularis,Helianthella.quinquenervis,1,60,0.016666666666666666
AW,2023,8,insularis,Hydrophyllum.fendleri,1,60,0.016666666666666666
AW,2023,8,rufocinctus,Dugaldia.hoopesii,1,60,0.016666666666666666
AW,2023,8,rufocinctus,Helianthella.quinquenervis,1,60,0.016666666666666666
AW,2023,9,appositus,Delphinium.barbeyi,1,60,0.016666666666666666
AW,2023,9,bifarius,Helianthella.quinquenervis,1,60,0.016666666666666666
AW,2023,9,flavifrons,Helianthella.quinquenervis,6,60,0.1
AW,2023,9,flavifrons,Hydrophyllum.fendleri,2,60,0.03333333333333333
AW,2023,9,flavifrons,Mertensia.ciliata,1,60,0.016666666666666666
AW,2023,9,flavifrons,Pedicularis.groenlandica,1,60,0.016666666666666666
AW,2023,9,flavifrons,Vicia.americana,2,60,0.03333333333333333
AW,2023,9,mixtus,Helianthella.quinquenervis,1,60,0.016666666666666666
AW,2023,9,mixtus,Pedicularis.racemosa,1,60,0.016666666666666666
AW,2023,9,rufocinctus,Dugaldia.hoopesii,1,60,0.016666666666666666
AW,2023,9,rufocinctus,Helianthella.quinquenervis,1,60,0.016666666666666666
AW,2023,9,rufocinctus,Pedicularis.groenlandica,1,60,0.016666666666666666
AW,2023,10,appositus,Delphinium.barbeyi,5,60,0.08333333333333333
AW,2023,10,bifarius,Dugaldia.hoopesii,2,60,0.03333333333333333
AW,2023,10,bifarius,Helianthella.quinquenervis,1,60,0.016666666666666666
AW,2023,10,flavifrons,Aconitum.columbianum,6,60,0.1
AW,2023,10,flavifrons,Castilleja.sulphurea,1,60,0.016666666666666666
AW,2023,10,flavifrons,Delphinium.barbeyi,9,60,0.15
AW,2023,10,flavifrons,Helianthella.quinquenervis,4,60,0.06666666666666667
AW,2023,10,flavifrons,Mertensia.ciliata,2,60,0.03333333333333333
AW,2023,10,flavifrons,Vicia.americana,1,60,0.016666666666666666
AW,2023,10,rufocinctus,Dugaldia.hoopesii,1,60,0.016666666666666666
AW,2023,10,rufocinctus,Helianthella.quinquenervis,2,60,0.03333333333333333
AW,2023,11,appositus,Delphinium.barbeyi,24,60,0.4
AW,2023,11,bifarius,Erigeron.elatior,1,60,0.016666666666666666
AW,2023,11,flavifrons,Aconitum.columbianum,1,60,0.016666666666666666
AW,2023,11,flavifrons,Delphinium.barbeyi,9,60,0.15
AW,2023,11,flavifrons,Ligularia.bigelovii,3,60,0.05
AW,2023,11,mixtus,Senecio.serra,1,60,0.016666666666666666
AW,2023,11,rufocinctus,Campanula.rotundifolia,1,60,0.016666666666666666
AW,2023,12,appositus,Delphinium.barbeyi,7,60,0.11666666666666667
AW,2023,12,appositus,Heliomeris.multiflora,3,60,0.05
AW,2023,12,bifarius,Heliomeris.multiflora,8,60,0.13333333333333333
AW,2023,12,bifarius,Senecio.serra,1,60,0.016666666666666666
AW,2023,12,flavifrons,Delphinium.barbeyi,2,60,0.03333333333333333
AW,2023,12,rufocinctus,Heliomeris.multiflora,3,60,0.05
AW,2023,13,appositus,Gentianopsis.thermalis,1,60,0.016666666666666666
AW,2023,13,bifarius,Heliomeris.multiflora,3,60,0.05
AW,2023,13,flavifrons,Delphinium.barbeyi,1,60,0.016666666666666666
AW,2023,13,flavifrons,Gentianopsis.thermalis,1,60,0.016666666666666666
AW,2023,13,rufocinctus,Heliomeris.multiflora,4,60,0.06666666666666667
AW,2023,13,rufocinctus,Senecio.serra,4,60,0.06666666666666667
AW,2023,14,appositus,Gentiana.parryi,1,60,0.016666666666666666
AW,2023,14,appositus,Heliomeris.multiflora,1,60,0.016666666666666666
AW,2023,14,bifarius,Heliomeris.multiflora,2,60,0.03333333333333333
AW,2023,14,flavifrons,Heliomeris.multiflora,1,60,0.016666666666666666
AW,2023,14,rufocinctus,Heliomeris.multiflora,4,60,0.06666666666666667
AW,2023,15,mixtus,Cirsium.parryi,1,60,0.016666666666666666
CC,2015,2,bifarius,Claytonia.lanceolata,3,133,0.022556390977443608
CC,2015,3,bifarius,Claytonia.lanceolata,1,140,0.007142857142857143
CC,2015,3,bifarius,Erythronium.grandiflorum,1,140,0.007142857142857143
CC,2015,3,bifarius,Hydrophyllum.capitatum,2,140,0.014285714285714285
CC,2015,3,bifarius,Mertensia.fusiformis,6,140,0.04285714285714286
CC,2015,3,californicus,Mertensia.fusiformis,1,140,0.007142857142857143
CC,2015,4,bifarius,Hydrophyllum.capitatum,1,120,0.008333333333333333
CC,2015,4,bifarius,Mertensia.fusiformis,1,120,0.008333333333333333
CC,2015,4,bifarius,Taraxacum.officinale,1,120,0.008333333333333333
CC,2015,4,californicus,Delphinium.nuttallianum,1,120,0.008333333333333333
CC,2015,4,californicus,Erythronium.grandiflorum,1,120,0.008333333333333333
CC,2015,4,californicus,Mertensia.fusiformis,1,120,0.008333333333333333
CC,2015,4,flavifrons,Hydrophyllum.capitatum,1,120,0.008333333333333333
CC,2015,4,flavifrons,Mertensia.fusiformis,1,120,0.008333333333333333
CC,2015,4,rufocinctus,Mertensia.fusiformis,1,120,0.008333333333333333
CC,2015,5,appositus,Delphinium.nuttallianum,4,105,0.0380952380952381
CC,2015,5,bifarius,Hydrophyllum.capitatum,1,105,0.009523809523809525
CC,2015,5,californicus,Delphinium.nuttallianum,4,105,0.0380952380952381
CC,2015,5,californicus,Hydrophyllum.capitatum,1,105,0.009523809523809525
CC,2015,5,californicus,Mertensia.fusiformis,1,105,0.009523809523809525
CC,2015,5,rufocinctus,Hydrophyllum.capitatum,1,105,0.009523809523809525
CC,2015,6,appositus,Delphinium.nuttallianum,6,60,0.1
CC,2015,6,bifarius,Erythrocoma.triflora,1,60,0.016666666666666666
CC,2015,6,bifarius,Hydrophyllum.capitatum,2,60,0.03333333333333333
CC,2015,6,bifarius,Hydrophyllum.fendleri,2,60,0.03333333333333333
CC,2015,6,californicus,Delphinium.nuttallianum,9,60,0.15
CC,2015,6,flavifrons,Delphinium.nuttallianum,3,60,0.05
CC,2015,6,flavifrons,Hydrophyllum.capitatum,1,60,0.016666666666666666
CC,2015,6,flavifrons,Hydrophyllum.fendleri,1,60,0.016666666666666666
CC,2015,6,nevadensis,Delphinium.nuttallianum,2,60,0.03333333333333333
CC,2015,7,appositus,Delphinium.nuttallianum,7,60,0.11666666666666667
CC,2015,7,bifarius,Frasera.speciosa,1,60,0.016666666666666666
CC,2015,7,flavifrons,Hydrophyllum.fendleri,3,60,0.05
CC,2015,7,rufocinctus,Frasera.speciosa,1,60,0.016666666666666666
CC,2015,7,rufocinctus,Lupinus.bakeri,2,60,0.03333333333333333
CC,2015,8,appositus,Frasera.speciosa,1,90,0.011111111111111112
CC,2015,8,appositus,Lupinus.bakeri,3,90,0.03333333333333333
CC,2015,8,appositus,Vicia.americana,2,90,0.022222222222222223
CC,2015,8,bifarius,Hydrophyllum.fendleri,1,90,0.011111111111111112
CC,2015,8,californicus,Hydrophyllum.fendleri,1,90,0.011111111111111112
CC,2015,8,californicus,Pedicularis.procera,1,90,0.011111111111111112
CC,2015,8,flavifrons,Hydrophyllum.fendleri,4,90,0.044444444444444446
CC,2015,8,flavifrons,Lupinus.bakeri,1,90,0.011111111111111112
CC,2015,8,rufocinctus,Lupinus.bakeri,1,90,0.011111111111111112
CC,2015,9,appositus,Delphinium.barbeyi,3,60,0.05
CC,2015,9,appositus,Helianthella.quinquenervis,2,60,0.03333333333333333
CC,2015,9,appositus,Vicia.americana,2,60,0.03333333333333333
CC,2015,9,bifarius,Helianthella.quinquenervis,8,60,0.13333333333333333
CC,2015,9,bifarius,Lupinus.bakeri,1,60,0.016666666666666666
CC,2015,9,californicus,Delphinium.barbeyi,1,60,0.016666666666666666
CC,2015,9,flavifrons,Delphinium.barbeyi,3,60,0.05
CC,2015,9,flavifrons,Helianthella.quinquenervis,5,60,0.08333333333333333
CC,2015,9,flavifrons,Hydrophyllum.fendleri,1,60,0.016666666666666666
CC,2015,9,flavifrons,Vicia.americana,1,60,0.016666666666666666
CC,2015,9,insularis,Helianthella.quinquenervis,4,60,0.06666666666666667
CC,2015,9,mixtus,Helianthella.quinquenervis,1,60,0.016666666666666666
CC,2015,9,rufocinctus,Helianthella.quinquenervis,2,60,0.03333333333333333
CC,2015,10,appositus,Delphinium.barbeyi,7,60,0.11666666666666667
CC,2015,10,appositus,Pedicularis.bracteosa,1,60,0.016666666666666666
CC,2015,10,bifarius,Helianthella.quinquenervis,3,60,0.05
CC,2015,10,californicus,Delphinium.barbeyi,5,60,0.08333333333333333
CC,2015,10,flavifrons,Aconitum.columbianum,1,60,0.016666666666666666
CC,2015,10,flavifrons,Delphinium.barbeyi,5,60,0.08333333333333333
CC,2015,10,flavifrons,Helianthella.quinquenervis,4,60,0.06666666666666667
CC,2015,10,flavifrons,Lupinus.bakeri,1,60,0.016666666666666666
CC,2015,10,flavifrons,Phacelia.heterophylla,4,60,0.06666666666666667
CC,2015,10,flavifrons,Vicia.americana,2,60,0.03333333333333333
CC,2015,10,insularis,Helianthella.quinquenervis,2,60,0.03333333333333333
CC,2015,10,nevadensis,Delphinium.barbeyi,4,60,0.06666666666666667
CC,2015,10,rufocinctus,Helianthella.quinquenervis,2,60,0.03333333333333333
CC,2015,11,appositus,Calochortus.gunnisonii,1,60,0.016666666666666666
CC,2015,11,appositus,Delphinium.barbeyi,10,60,0.16666666666666666
CC,2015,11,appositus,Erigeron.speciosus,1,60,0.016666666666666666
CC,2015,11,appositus,Pedicularis.procera,2,60,0.03333333333333333
CC,2015,11,bifarius,Dugaldia.hoopesii,2,60,0.03333333333333333
CC,2015,11,bifarius,Erigeron.speciosus,2,60,0.03333333333333333
CC,2015,11,bifarius,Helianthella.quinquenervis,1,60,0.016666666666666666
CC,2015,11,bifarius,Heliomeris.multiflora,1,60,0.016666666666666666
CC,2015,11,bifarius,Ligularia.bigelovii,2,60,0.03333333333333333
CC,2015,11,californicus,Delphinium.barbeyi,1,60,0.016666666666666666
CC,2015,11,flavifrons,Aconitum.columbianum,1,60,0.016666666666666666
CC,2015,11,flavifrons,Delphinium.barbeyi,8,60,0.13333333333333333
CC,2015,11,flavifrons,Helianthella.quinquenervis,1,60,0.016666666666666666
CC,2015,11,mixtus,Dugaldia.hoopesii,1,60,0.016666666666666666
CC,2015,11,nevadensis,Delphinium.barbeyi,2,60,0.03333333333333333
CC,2015,11,rufocinctus,Helianthella.quinquenervis,1,60,0.016666666666666666
CC,2015,11,rufocinctus,Pyrrocoma.crocea,1,60,0.016666666666666666
CC,2015,12,appositus,Delphinium.barbeyi,6,60,0.1
CC,2015,12,appositus,Vicia.americana,1,60,0.016666666666666666
CC,2015,12,bifarius,Dugaldia.hoopesii,1,60,0.016666666666666666
CC,2015,12,bifarius,Erigeron.elatior,1,60,0.016666666666666666
CC,2015,12,bifarius,Erigeron.speciosus,4,60,0.06666666666666667
CC,2015,12,bifarius,Heliomeris.multiflora,2,60,0.03333333333333333
CC,2015,12,bifarius,Heterotheca.villosa,1,60,0.016666666666666666
CC,2015,12,bifarius,Ligularia.bigelovii,2,60,0.03333333333333333
CC,2015,12,bifarius,Phacelia.heterophylla,9,60,0.15
CC,2015,12,californicus,Delphinium.barbeyi,2,60,0.03333333333333333
CC,2015,12,californicus,Lupinus.bakeri,1,60,0.016666666666666666
CC,2015,12,californicus,Vicia.americana,1,60,0.016666666666666666
CC,2015,12,flavifrons,Aconitum.columbianum,2,60,0.03333333333333333
CC,2015,12,flavifrons,Cirsium.parryi,1,60,0.016666666666666666
CC,2015,12,flavifrons,Delphinium.barbeyi,1,60,0.016666666666666666
CC,2015,12,flavifrons,Helianthella.quinquenervis,1,60,0.016666666666666666
CC,2015,12,flavifrons,Phacelia.heterophylla,1,60,0.016666666666666666
CC,2015,12,mixtus,Ligularia.bigelovii,1,60,0.016666666666666666
CC,2015,12,mixtus,Phacelia.heterophylla,1,60,0.016666666666666666
CC,2015,12,nevadensis,Delphinium.barbeyi,4,60,0.06666666666666667
CC,2015,12,rufocinctus,Campanula.rotundifolia,3,60,0.05
CC,2015,12,rufocinctus,Heterotheca.villosa,1,60,0.016666666666666666
CC,2015,13,appositus,Cirsium.parryi,3,90,0.03333333333333333
CC,2015,13,appositus,Delphinium.barbeyi,9,90,0.1
CC,2015,13,appositus,Heliomeris.multiflora,2,90,0.022222222222222223
CC,2015,13,appositus,Ligularia.bigelovii,1,90,0.011111111111111112
CC,2015,13,appositus,Vicia.americana,1,90,0.011111111111111112
CC,2015,13,bifarius,Erigeron.speciosus,1,90,0.011111111111111112
CC,2015,13,bifarius,Heliomeris.multiflora,31,90,0.34444444444444444
CC,2015,13,bifarius,Heterotheca.villosa,1,90,0.011111111111111112
CC,2015,13,bifarius,Ligularia.bigelovii,1,90,0.011111111111111112
CC,2015,13,bifarius,Potentilla.pulcherrima,1,90,0.011111111111111112
CC,2015,13,bifarius,Senecio.serra,3,90,0.03333333333333333
CC,2015,13,californicus,Heliomeris.multiflora,1,90,0.011111111111111112
CC,2015,13,flavifrons,Delphinium.barbeyi,12,90,0.13333333333333333
CC,2015,13,flavifrons,Heliomeris.multiflora,19,90,0.2111111111111111
CC,2015,13,flavifrons,Ligularia.bigelovii,3,90,0.03333333333333333
CC,2015,13,flavifrons,Phacelia.heterophylla,1,90,0.011111111111111112
CC,2015,13,flavifrons,Senecio.serra,10,90,0.1111111111111111
CC,2015,13,insularis,Erigeron.speciosus,1,90,0.011111111111111112
CC,2015,13,insularis,Heliomeris.multiflora,3,90,0.03333333333333333
CC,2015,13,mixtus,Heliomeris.multiflora,2,90,0.022222222222222223
CC,2015,13,mixtus,Senecio.serra,1,90,0.011111111111111112
CC,2015,13,rufocinctus,Heliomeris.multiflora,7,90,0.07777777777777778
CC,2015,14,appositus,Collomia.linearis,1,85,0.011764705882352941
CC,2015,14,appositus,Gentiana.parryi,21,85,0.24705882352941178
CC,2015,14,appositus,Linaria.vulgaris,1,85,0.011764705882352941
CC,2015,14,bifarius,Heliomeris.multiflora,15,85,0.17647058823529413
CC,2015,14,flavifrons,Eucephalus.engelmannii,1,85,0.011764705882352941
CC,2015,14,flavifrons,Heliomeris.multiflora,18,85,0.21176470588235294
CC,2015,14,flavifrons,Senecio.serra,2,85,0.023529411764705882
CC,2015,14,insularis,Erigeron.speciosus,1,85,0.011764705882352941
CC,2015,14,insularis,Heliomeris.multiflora,53,85,0.6235294117647059
CC,2015,14,insularis,Heterotheca.villosa,2,85,0.023529411764705882
CC,2015,14,mixtus,Heliomeris.multiflora,2,85,0.023529411764705882
CC,2015,14,mixtus,Senecio.serra,1,85,0.011764705882352941
CC,2015,14,rufocinctus,Erigeron.speciosus,2,85,0.023529411764705882
CC,2015,14,rufocinctus,Heliomeris.multiflora,19,85,0.2235294117647059
CC,2015,15,appositus,Agoseris.glauca,1,70,0.014285714285714285
CC,2015,15,appositus,Gentiana.parryi,1,70,0.014285714285714285
CC,2015,15,appositus,Heliomeris.multiflora,1,70,0.014285714285714285
CC,2015,15,bifarius,Agoseris.glauca,1,70,0.014285714285714285
CC,2015,15,bifarius,Heliomeris.multiflora,14,70,0.2
CC,2015,15,flavifrons,Heliomeris.multiflora,16,70,0.22857142857142856
CC,2015,15,flavifrons,Senecio.serra,2,70,0.02857142857142857
CC,2015,15,insularis,Agoseris.glauca,1,70,0.014285714285714285
CC,2015,15,insularis,Heliomeris.multiflora,42,70,0.6
CC,2015,15,rufocinctus,Heliomeris.multiflora,5,70,0.07142857142857142
CC,2015,16,bifarius,Heliomeris.multiflora,11,60,0.18333333333333332
CC,2015,16,insularis,Aster.foliaceus,1,60,0.016666666666666666
CC,2015,16,insularis,Heliomeris.multiflora,3,60,0.05
CC,2016,3,bifarius,Claytonia.lanceolata,1,60,0.016666666666666666
CC,2016,3,bifarius,Mertensia.fusiformis,3,60,0.05
CC,2016,4,bifarius,Claytonia.lanceolata,2,60,0.03333333333333333
CC,2016,4,bifarius,Mertensia.fusiformis,3,60,0.05
CC,2016,5,bifarius,Claytonia.lanceolata,1,60,0.016666666666666666
CC,2016,5,californicus,Mertensia.fusiformis,1,60,0.016666666666666666
CC,2016,5,insularis,Claytonia.lanceolata,1,60,0.016666666666666666
CC,2016,6,appositus,Delphinium.nuttallianum,4,60,0.06666666666666667
CC,2016,6,bifarius,Mertensia.fusiformis,3,60,0.05
CC,2016,6,bifarius,Salix.sp,1,60,0.016666666666666666
CC,2016,6,californicus,Delphinium.nuttallianum,3,60,0.05
CC,2016,6,californicus,Mertensia.fusiformis,1,60,0.016666666666666666
CC,2016,6,flavifrons,Hydrophyllum.capitatum,1,60,0.016666666666666666
CC,2016,6,flavifrons,Mertensia.fusiformis,2,60,0.03333333333333333
CC,2016,6,rufocinctus,Mertensia.fusiformis,1,60,0.016666666666666666
CC,2016,7,appositus,Delphinium.nuttallianum,14,60,0.23333333333333334
CC,2016,7,bifarius,Hydrophyllum.capitatum,2,60,0.03333333333333333
CC,2016,7,bifarius,Lupinus.bakeri,2,60,0.03333333333333333
CC,2016,7,bifarius,Taraxacum.officinale,1,60,0.016666666666666666
CC,2016,7,californicus,Delphinium.nuttallianum,3,60,0.05
CC,2016,7,californicus,Lathyrus.leucanthus,2,60,0.03333333333333333
CC,2016,7,californicus,Lupinus.bakeri,1,60,0.016666666666666666
CC,2016,7,flavifrons,Delphinium.nuttallianum,8,60,0.13333333333333333
CC,2016,7,flavifrons,Hydrophyllum.capitatum,2,60,0.03333333333333333
CC,2016,7,flavifrons,Hydrophyllum.fendleri,3,60,0.05
CC,2016,7,rufocinctus,Viola.praemorsa,1,60,0.016666666666666666
CC,2016,8,appositus,Delphinium.nuttallianum,9,60,0.15
CC,2016,8,bifarius,Hydrophyllum.fendleri,6,60,0.1
CC,2016,8,bifarius,Lupinus.bakeri,1,60,0.016666666666666666
CC,2016,8,californicus,Delphinium.nuttallianum,1,60,0.016666666666666666
CC,2016,8,californicus,Lathyrus.leucanthus,1,60,0.016666666666666666
CC,2016,8,flavifrons,Frasera.speciosa,1,60,0.016666666666666666
CC,2016,8,flavifrons,Hydrophyllum.fendleri,1,60,0.016666666666666666
CC,2016,8,insularis,Hydrophyllum.fendleri,2,60,0.03333333333333333
CC,2016,8,rufocinctus,Lupinus.bakeri,2,60,0.03333333333333333
CC,2016,9,appositus,Vicia.americana,1,60,0.016666666666666666
CC,2016,9,bifarius,Frasera.speciosa,3,60,0.05
CC,2016,9,bifarius,Hydrophyllum.fendleri,3,60,0.05
CC,2016,9,bifarius,Lupinus.bakeri,1,60,0.016666666666666666
CC,2016,9,flavifrons,Hydrophyllum.fendleri,3,60,0.05
CC,2016,9,flavifrons,Lathyrus.leucanthus,1,60,0.016666666666666666
CC,2016,9,flavifrons,Vicia.americana,1,60,0.016666666666666666
CC,2016,9,insularis,Hydrophyllum.fendleri,3,60,0.05
CC,2016,9,rufocinctus,Frasera.speciosa,1,60,0.016666666666666666
CC,2016,10,appositus,Lathyrus.leucanthus,2,60,0.03333333333333333
CC,2016,10,bifarius,Dugaldia.hoopesii,1,60,0.016666666666666666
CC,2016,10,bifarius,Hydrophyllum.fendleri,2,60,0.03333333333333333
CC,2016,10,bifarius,Lupinus.bakeri,1,60,0.016666666666666666
CC,2016,10,californicus,Lathyrus.leucanthus,1,60,0.016666666666666666
CC,2016,10,flavifrons,Delphinium.barbeyi,1,60,0.016666666666666666
CC,2016,10,flavifrons,Hydrophyllum.fendleri,1,60,0.016666666666666666
CC,2016,10,flavifrons,Lathyrus.leucanthus,1,60,0.016666666666666666
CC,2016,10,flavifrons,Phacelia.heterophylla,1,60,0.016666666666666666
CC,2016,10,flavifrons,Vicia.americana,1,60,0.016666666666666666
CC,2016,10,insularis,Helianthella.quinquenervis,2,60,0.03333333333333333
CC,2016,10,insularis,Hydrophyllum.fendleri,1,60,0.016666666666666666
CC,2016,10,rufocinctus,Hydrophyllum.fendleri,2,60,0.03333333333333333
CC,2016,11,appositus,Delphinium.barbeyi,8,60,0.13333333333333333
CC,2016,11,bifarius,Dugaldia.hoopesii,1,60,0.016666666666666666
CC,2016,11,bifarius,Helianthella.quinquenervis,6,60,0.1
CC,2016,11,californicus,Delphinium.barbeyi,1,60,0.016666666666666666
CC,2016,11,flavifrons,Delphinium.barbeyi,3,60,0.05
CC,2016,11,flavifrons,Helianthella.quinquenervis,4,60,0.06666666666666667
CC,2016,11,flavifrons,Phacelia.heterophylla,3,60,0.05
CC,2016,11,flavifrons,Vicia.americana,1,60,0.016666666666666666
CC,2016,11,insularis,Helianthella.quinquenervis,4,60,0.06666666666666667
CC,2016,11,nevadensis,Delphinium.barbeyi,2,60,0.03333333333333333
CC,2016,12,appositus,Delphinium.barbeyi,18,60,0.3
CC,2016,12,appositus,Pedicularis.procera,1,60,0.016666666666666666
CC,2016,12,bifarius,Dugaldia.hoopesii,3,60,0.05
CC,2016,12,bifarius,Helianthella.quinquenervis,12,60,0.2
CC,2016,12,bifarius,Heliomeris.multiflora,2,60,0.03333333333333333
CC,2016,12,bifarius,Phacelia.heterophylla,1,60,0.016666666666666666
CC,2016,12,flavifrons,Delphinium.barbeyi,9,60,0.15
CC,2016,12,flavifrons,Helianthella.quinquenervis,1,60,0.016666666666666666
CC,2016,12,flavifrons,Heliomeris.multiflora,1,60,0.016666666666666666
CC,2016,12,insularis,Dugaldia.hoopesii,2,60,0.03333333333333333
CC,2016,12,insularis,Helianthella.quinquenervis,3,60,0.05
CC,2016,12,nevadensis,Delphinium.barbeyi,3,60,0.05
CC,2016,12,occidentalis,Pyrrocoma.crocea,1,60,0.016666666666666666
CC,2016,12,rufocinctus,Helianthella.quinquenervis,1,60,0.016666666666666666
CC,2016,13,appositus,Delphinium.barbeyi,17,60,0.2833333333333333
CC,2016,13,bifarius,Campanula.rotundifolia,1,60,0.016666666666666666
CC,2016,13,bifarius,Dugaldia.hoopesii,6,60,0.1
CC,2016,13,bifarius,Erigeron.elatior,1,60,0.016666666666666666
CC,2016,13,bifarius,Heliomeris.multiflora,1,60,0.016666666666666666
CC,2016,13,bifarius,Ligularia.bigelovii,1,60,0.016666666666666666
CC,2016,13,flavifrons,Aconitum.columbianum,1,60,0.016666666666666666
CC,2016,13,flavifrons,Delphinium.barbeyi,6,60,0.1
CC,2016,13,flavifrons,Heliomeris.multiflora,1,60,0.016666666666666666
CC,2016,13,insularis,Dugaldia.hoopesii,3,60,0.05
CC,2016,13,insularis,Heterotheca.villosa,2,60,0.03333333333333333
CC,2016,13,insularis,Ligularia.bigelovii,7,60,0.11666666666666667
CC,2016,13,rufocinctus,Erigeron.elatior,1,60,0.016666666666666666
CC,2016,14,appositus,Delphinium.barbeyi,11,60,0.18333333333333332
CC,2016,14,bifarius,Erigeron.speciosus,1,60,0.016666666666666666
CC,2016,14,bifarius,Heliomeris.multiflora,11,60,0.18333333333333332
CC,2016,14,bifarius,Ligularia.bigelovii,5,60,0.08333333333333333
CC,2016,14,flavifrons,Aconitum.columbianum,2,60,0.03333333333333333
CC,2016,14,flavifrons,Delphinium.barbeyi,4,60,0.06666666666666667
CC,2016,14,flavifrons,Ligularia.bigelovii,1,60,0.016666666666666666
CC,2016,14,insularis,Dugaldia.hoopesii,1,60,0.016666666666666666
CC,2016,14,insularis,Heliomeris.multiflora,9,60,0.15
CC,2016,14,insularis,Ligularia.bigelovii,20,60,0.3333333333333333
CC,2016,14,rufocinctus,Heliomeris.multiflora,1,60,0.016666666666666666
CC,2016,15,appositus,Gentiana.parryi,1,60,0.016666666666666666
CC,2016,15,bifarius,Erigeron.elatior,1,60,0.016666666666666666
CC,2016,15,bifarius,Heliomeris.multiflora,11,60,0.18333333333333332
CC,2016,15,flavifrons,Aconitum.columbianum,1,60,0.016666666666666666
CC,2016,15,flavifrons,Erigeron.elatior,2,60,0.03333333333333333
CC,2016,15,flavifrons,Heliomeris.multiflora,2,60,0.03333333333333333
CC,2016,15,insularis,Erigeron.elatior,10,60,0.16666666666666666
CC,2016,15,insularis,Heliomeris.multiflora,94,60,1.5666666666666667
CC,2016,15,insularis,Ligularia.bigelovii,13,60,0.21666666666666667
CC,2016,15,rufocinctus,Erigeron.elatior,1,60,0.016666666666666666
CC,2016,16,bifarius,Heliomeris.multiflora,41,60,0.6833333333333333
CC,2016,16,flavifrons,Heliomeris.multiflora,8,60,0.13333333333333333
CC,2016,16,insularis,Heliomeris.multiflora,17,60,0.2833333333333333
CC,2016,16,mixtus,Heliomeris.multiflora,1,60,0.016666666666666666
CC,2016,16,occidentalis,Heliomeris.multiflora,1,60,0.016666666666666666
CC,2016,16,rufocinctus,Heliomeris.multiflora,3,60,0.05
CC,2016,17,appositus,Gentiana.parryi,1,60,0.016666666666666666
CC,2016,17,bifarius,Heliomeris.multiflora,14,60,0.23333333333333334
CC,2016,17,californicus,Agoseris.glauca,1,60,0.016666666666666666
CC,2016,17,insularis,Agoseris.glauca,1,60,0.016666666666666666
CC,2016,17,insularis,Dugaldia.hoopesii,1,60,0.016666666666666666
CC,2016,17,insularis,Heliomeris.multiflora,56,60,0.9333333333333333
CC,2016,18,insularis,Heliomeris.multiflora,3,60,0.05
CC,2017,1,bifarius,Claytonia.lanceolata,1,120,0.008333333333333333
CC,2017,2,bifarius,Claytonia.lanceolata,4,120,0.03333333333333333
CC,2017,2,bifarius,Erythronium.grandiflorum,1,120,0.008333333333333333
CC,2017,2,bifarius,Mertensia.fusiformis,2,120,0.016666666666666666
CC,2017,2,bifarius,Salix.sp,1,120,0.008333333333333333
CC,2017,3,bifarius,Claytonia.lanceolata,1,60,0.016666666666666666
CC,2017,3,bifarius,Erythronium.grandiflorum,6,60,0.1
CC,2017,3,bifarius,Mertensia.fusiformis,1,60,0.016666666666666666
CC,2017,3,flavifrons,Erythronium.grandiflorum,1,60,0.016666666666666666
CC,2017,3,rufocinctus,Erythronium.grandiflorum,2,60,0.03333333333333333
CC,2017,4,appositus,Delphinium.nuttallianum,2,60,0.03333333333333333
CC,2017,4,bifarius,Taraxacum.officinale,1,60,0.016666666666666666
CC,2017,4,flavifrons,Hydrophyllum.capitatum,2,60,0.03333333333333333
CC,2017,4,rufocinctus,Mertensia.fusiformis,4,60,0.06666666666666667
CC,2017,5,appositus,Delphinium.nuttallianum,3,60,0.05
